Data Zone 2011,All occupied households,Whole house or bungalow: Total,Whole house or bungalow: Detached,Whole house or bungalow: Semi-detached,Whole house or bungalow: Terraced (including end-terrace),"Flat, maisonette or apartment: Total","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment: In a commercial building",Caravan or other mobile or temporary structure
S01007058,283,249,84,131,34,34,34,0,0,0
S01007059,482,458,192,243,25,27,25,0,0,0
S01007060,204,198,25,153,22,4,4,0,0,0
S01007061,367,360,315,42,3,3,2,1,0,4
S01007062,282,276,239,33,4,5,2,3,0,1
S01007063,293,280,139,104,32,16,16,0,0,0
S01007064,386,375,277,72,26,8,8,0,0,3
S01007065,285,271,171,59,48,11,6,4,1,0
S01007066,367,343,239,85,19,23,19,3,1,1
S01007067,250,213,69,126,16,37,37,0,0,0
S01007068,288,282,126,85,67,7,2,5,0,0
S01007069,346,324,109,121,94,21,18,4,1,1
S01007070,244,227,64,107,55,23,17,4,0,0
S01007071,353,333,148,160,21,20,16,3,2,0
S01007072,269,264,97,124,41,4,4,0,0,1
S01007073,346,341,104,174,63,5,3,4,0,0
S01007074,271,211,16,61,133,61,56,1,0,0
S01007075,335,299,28,83,188,36,36,0,0,0
S01007076,292,286,30,81,178,6,4,2,0,0
S01007077,347,331,54,175,102,19,19,0,0,0
S01007078,360,256,66,129,61,104,97,6,0,0
S01007079,493,253,89,126,38,240,219,20,2,0
S01007080,383,240,60,167,15,142,126,12,1,1
S01007081,346,249,26,135,88,97,89,8,0,0
S01007082,254,169,37,102,28,81,79,3,0,0
S01007083,522,284,41,159,90,235,227,11,0,0
S01007084,270,178,48,113,17,92,81,9,1,0
S01007085,475,176,31,99,46,299,243,46,10,0
S01007086,604,149,24,68,57,459,419,21,15,0
S01007087,517,220,50,98,72,301,258,36,7,0
S01007088,272,84,9,52,23,188,168,20,0,0
S01007089,220,219,141,77,3,1,0,1,0,0
S01007090,243,215,47,151,21,24,20,4,1,0
S01007091,315,287,95,178,14,28,27,2,1,0
S01007092,304,259,33,146,84,48,40,4,1,0
S01007093,410,377,165,190,18,33,27,5,1,0
S01007094,360,353,160,170,23,6,5,1,0,2
S01007095,227,227,193,24,10,0,0,0,0,0
S01007096,363,342,265,67,10,21,18,3,0,0
S01007097,908,854,498,307,49,51,47,2,0,0
S01007098,420,416,351,59,6,4,3,2,0,0
S01007099,360,347,240,80,27,12,11,1,0,1
S01007100,305,291,208,62,23,10,4,4,1,1
S01007101,342,321,84,161,80,18,14,4,0,0
S01007102,295,289,249,31,8,2,2,0,0,4
S01007103,366,356,248,63,46,2,2,0,0,0
S01007104,253,251,205,38,5,0,0,0,0,1
S01007105,243,236,169,41,22,11,10,1,0,0
S01007106,307,303,168,95,37,7,7,0,0,0
S01007107,310,308,263,42,3,0,0,0,0,4
S01007108,511,506,389,111,6,6,1,3,0,1
S01007109,375,336,98,189,49,38,28,10,4,0
S01007110,343,299,129,104,62,48,43,3,0,0
S01007111,225,205,65,107,39,17,14,3,0,0
S01007112,227,217,171,36,7,10,10,0,0,0
S01007113,241,159,55,66,34,82,48,32,3,0
S01007114,385,379,109,144,126,2,2,0,0,0
S01007115,251,232,151,78,3,19,17,1,0,0
S01007116,321,319,266,45,5,5,3,2,0,0
S01007117,180,180,159,15,3,0,0,0,0,0
S01007118,284,265,24,73,168,15,18,1,0,0
S01007119,322,314,17,185,112,8,6,2,0,0
S01007120,500,398,67,149,182,105,94,11,0,0
S01007121,320,105,15,41,50,213,184,23,7,1
S01007122,295,154,49,84,21,141,121,19,0,0
S01007123,345,281,21,162,95,68,60,3,1,0
S01007124,385,372,33,215,125,13,11,4,0,0
S01007125,394,338,63,217,58,56,43,8,2,0
S01007126,437,261,30,111,120,176,168,5,2,0
S01007127,523,231,31,67,133,285,254,24,7,7
S01007128,405,287,28,148,114,115,113,0,0,0
S01007129,372,369,263,66,40,7,3,4,0,0
S01007130,279,225,97,86,42,54,48,3,1,0
S01007131,344,309,193,104,14,39,39,0,0,0
S01007132,299,277,147,110,20,22,22,2,0,0
S01007133,263,247,149,61,37,19,11,3,2,0
S01007134,293,271,174,82,12,22,20,4,0,0
S01007135,209,196,156,36,4,13,7,6,0,0
S01007136,217,209,187,19,2,6,2,4,0,0
S01007137,248,235,215,10,11,17,5,8,0,0
S01007138,249,232,157,47,28,16,12,4,0,1
S01007139,299,295,162,88,45,5,3,3,0,0
S01007140,462,456,339,99,18,5,3,2,0,0
S01007141,448,436,269,151,16,9,7,4,0,3
S01007142,344,340,263,69,8,4,2,0,2,0
S01007143,209,208,168,35,2,1,1,0,0,0
S01007144,465,312,204,83,21,11,4,3,1,145
S01007145,469,377,181,132,61,92,85,5,2,0
S01007146,327,289,62,187,37,38,31,6,2,0
S01007147,308,284,202,48,34,24,24,0,0,0
S01007148,206,205,140,40,22,2,0,2,0,0
S01007149,236,231,141,91,1,4,3,0,1,0
S01007150,376,264,153,100,8,113,101,10,0,0
S01007151,492,446,312,104,30,46,39,7,0,0
S01007152,232,187,93,79,15,45,37,4,0,0
S01007153,302,287,97,85,105,15,15,0,0,1
S01007154,460,158,61,87,9,298,283,14,4,1
S01007155,315,258,51,147,60,53,50,6,1,0
S01007156,322,315,137,94,85,7,8,0,0,0
S01007157,283,267,28,117,122,16,15,2,0,0
S01007158,378,359,135,150,74,19,18,0,1,0
S01007159,587,360,60,209,90,231,221,6,4,0
S01007160,402,355,56,176,123,47,41,4,2,0
S01007161,344,288,70,126,92,56,51,3,0,0
S01007162,274,103,20,54,29,171,162,7,2,0
S01007163,412,391,119,216,55,21,19,2,0,0
S01007164,287,235,67,108,61,49,34,10,4,0
S01007165,336,262,110,111,39,75,44,19,10,0
S01007166,318,274,72,151,50,40,28,12,0,0
S01007167,332,323,197,113,16,12,5,4,0,0
S01007168,395,390,218,163,0,5,4,1,0,0
S01007169,321,277,185,74,16,45,42,4,0,1
S01007170,302,294,243,50,1,6,6,0,0,2
S01007171,549,485,305,110,67,49,43,6,0,15
S01007172,452,360,291,43,23,12,6,3,0,85
S01007173,334,319,178,90,51,15,15,0,0,0
S01007174,391,375,165,121,89,16,14,2,0,0
S01007175,307,304,93,153,55,3,3,0,0,0
S01007176,289,229,64,102,63,60,59,0,0,0
S01007177,286,180,15,49,116,106,105,1,0,0
S01007178,406,278,25,87,165,127,117,11,4,0
S01007179,381,372,245,123,4,9,9,0,0,0
S01007180,374,312,217,80,15,59,59,3,0,0
S01007181,291,245,130,84,32,44,23,19,2,1
S01007182,500,277,74,133,67,227,196,26,2,0
S01007183,573,338,88,71,179,235,219,15,2,0
S01007184,597,231,25,51,157,365,324,32,10,0
S01007185,441,141,25,31,85,297,268,17,13,0
S01007186,333,104,16,27,58,227,207,14,8,0
S01007187,448,109,12,41,58,339,290,19,30,0
S01007188,336,108,12,22,74,224,203,18,3,0
S01007189,474,212,65,76,71,261,241,19,1,0
S01007190,372,352,106,198,46,19,17,2,0,0
S01007191,211,197,19,80,96,16,12,4,0,0
S01007192,534,411,123,142,145,123,121,1,1,0
S01007193,270,255,16,97,142,12,12,0,0,0
S01007194,226,140,9,60,69,88,84,3,1,0
S01007195,266,198,29,99,70,68,67,1,0,0
S01007196,387,272,74,118,80,115,115,0,0,0
S01007197,274,137,18,83,41,141,140,0,2,0
S01007198,232,104,12,67,22,128,123,2,0,0
S01007199,287,144,17,63,64,143,141,0,0,0
S01007200,417,317,11,48,254,101,96,2,0,0
S01007201,346,267,56,123,87,79,76,2,1,0
S01007202,347,272,43,75,157,74,66,8,0,1
S01007203,197,192,9,65,122,4,3,1,0,0
S01007204,440,415,213,108,91,24,15,8,2,0
S01007205,268,264,183,67,14,4,2,4,0,0
S01007206,205,131,22,38,71,74,55,19,0,0
S01007207,424,346,92,190,64,77,73,3,1,1
S01007208,593,128,22,52,59,465,410,47,8,0
S01007209,378,129,24,46,59,249,187,39,23,0
S01007210,356,116,19,35,58,239,207,30,2,0
S01007211,501,221,27,73,124,280,248,28,4,0
S01007212,204,131,50,41,36,73,71,0,0,0
S01007213,401,254,80,112,62,144,111,27,0,0
S01007214,443,96,12,41,41,346,300,23,23,1
S01007215,336,152,56,52,44,184,156,20,8,0
S01007216,362,305,148,119,40,57,44,10,3,0
S01007217,451,357,41,118,201,92,89,2,1,0
S01007218,353,344,227,44,73,7,5,1,3,0
S01007219,341,269,60,45,164,72,72,0,0,0
S01007220,363,277,25,58,194,86,85,0,1,0
S01007221,405,349,227,93,25,6,5,0,0,50
S01007222,299,279,94,105,81,20,17,4,1,0
S01007223,227,225,184,34,7,0,0,0,0,0
S01007224,271,245,122,65,58,26,23,2,1,0
S01007225,365,360,246,67,47,5,0,3,0,0
S01007226,345,335,246,61,28,4,4,1,1,4
S01007227,434,399,149,155,96,35,25,8,2,0
S01007228,263,259,185,67,9,4,4,1,0,1
S01007229,482,468,348,106,18,11,3,11,0,0
S01007230,344,156,23,89,44,187,181,5,2,1
S01007231,360,168,16,88,64,192,179,13,0,0
S01007232,420,192,42,62,85,228,208,14,7,0
S01007233,309,218,72,51,95,90,80,9,1,1
S01007234,254,216,29,144,43,36,21,12,1,0
S01007235,458,200,70,61,69,258,195,48,15,0
S01007236,304,204,37,114,53,100,71,23,8,0
S01007237,311,274,130,138,6,39,31,7,1,0
S01007238,413,340,83,122,132,73,68,5,0,0
S01007239,406,382,275,92,11,24,10,14,0,0
S01007240,281,278,210,56,12,3,1,0,0,0
S01007241,268,265,210,41,14,4,0,1,2,1
S01007242,448,417,281,84,54,31,29,0,0,0
S01007243,280,271,201,53,19,5,3,1,1,0
S01007244,337,333,265,50,20,3,2,0,2,1
S01007245,324,305,171,84,51,18,17,2,0,0
S01007246,377,362,206,117,39,11,18,1,0,0
S01007247,310,298,156,84,58,16,8,3,1,0
S01007248,314,305,236,63,9,9,10,1,0,0
S01007249,209,144,84,43,12,69,58,6,5,0
S01007250,411,246,65,100,74,169,158,9,1,0
S01007251,252,180,39,79,58,72,73,4,2,0
S01007252,323,255,94,113,48,64,59,4,1,0
S01007253,586,550,363,143,44,36,28,6,0,0
S01007254,367,216,55,105,56,150,141,10,2,1
S01007255,398,178,10,56,116,216,208,6,2,0
S01007256,429,203,50,72,81,226,189,13,24,0
S01007257,277,96,19,36,41,181,156,9,16,0
S01007258,363,219,82,63,74,143,127,14,4,1
S01007259,439,309,44,115,150,130,113,10,7,0
S01007260,415,315,14,100,201,100,100,0,0,0
S01007261,382,359,208,90,61,23,21,3,0,0
S01007262,339,277,24,117,132,59,61,1,0,0
S01007263,353,325,50,94,181,28,27,2,0,0
S01007264,333,286,85,113,88,47,45,0,2,0
S01007265,476,280,61,76,143,196,177,13,7,0
S01007266,300,255,74,97,81,45,39,5,2,1
S01007267,250,243,183,52,11,1,1,0,0,1
S01007268,277,269,188,58,23,4,1,0,1,4
S01007269,180,179,120,46,17,1,1,0,0,0
S01007270,243,238,157,61,20,4,4,0,0,0
S01007271,463,379,129,130,117,83,76,7,1,0
S01007272,445,209,42,98,69,236,232,4,0,0
S01007273,290,224,100,105,19,62,62,4,0,0
S01007274,481,264,89,88,90,217,177,14,26,0
S01007275,250,221,108,65,48,29,24,2,0,0
S01007276,416,343,183,100,63,70,66,2,2,0
S01007277,332,329,235,80,11,8,5,1,0,0
S01007278,232,227,162,56,5,5,5,0,0,0
S01007279,257,254,225,24,6,2,2,0,0,0
S01007280,247,240,178,52,10,5,3,4,0,0
S01007281,371,363,252,100,8,7,2,5,0,1
S01007282,245,241,191,46,6,2,2,0,0,0
S01007283,468,443,248,112,83,25,18,4,3,0
S01007284,423,407,306,91,10,11,6,4,1,5
S01007285,435,413,280,110,22,18,6,8,5,8
S01007286,496,342,196,92,54,154,131,8,11,0
S01007287,307,277,206,63,12,27,19,3,5,3
S01007288,303,280,212,46,18,18,16,2,2,5
S01007289,352,314,207,75,32,40,32,4,0,1
S01007290,436,303,60,192,51,133,125,8,0,0
S01007291,330,195,67,96,33,139,127,6,2,0
S01007292,305,269,83,172,13,36,35,0,2,0
S01007293,300,120,21,30,69,180,178,1,1,0
S01007294,375,158,95,56,4,220,219,1,0,0
S01007295,248,53,12,32,7,195,187,8,0,0
S01007296,382,44,25,12,7,338,323,8,7,0
S01007297,442,222,125,75,25,220,167,27,26,0
S01007298,251,164,71,45,48,85,82,1,0,0
S01007299,375,186,66,71,48,189,173,11,7,0
S01007300,234,117,16,38,63,117,112,4,1,0
S01007301,544,452,276,107,69,86,83,4,1,4
S01007302,286,268,18,162,87,17,15,0,2,1
S01007303,441,405,293,104,10,32,28,4,0,4
S01007304,345,337,232,74,27,8,3,3,2,5
S01007305,342,327,219,74,35,14,13,1,0,1
S01007306,366,333,186,120,27,30,20,9,1,4
S01007307,396,377,308,56,7,10,10,3,0,9
S01007308,380,367,206,120,41,7,3,3,2,6
S01007309,344,328,237,66,25,10,5,2,3,6
S01007310,424,416,233,88,93,4,4,0,2,0
S01007311,343,267,97,110,60,76,59,12,5,0
S01007312,358,335,186,107,42,21,16,2,1,2
S01007313,503,465,332,95,36,21,6,7,4,17
S01007314,310,297,132,121,43,12,9,2,1,1
S01007315,375,326,134,117,75,53,44,1,5,0
S01007316,461,285,79,102,104,176,153,13,10,0
S01007317,389,315,69,100,146,72,68,3,1,4
S01007318,245,227,50,126,47,21,9,14,1,0
S01007319,388,227,100,74,53,161,140,14,6,1
S01007320,384,367,279,81,7,15,9,4,2,2
S01007321,313,296,218,61,14,18,7,11,0,3
S01007322,375,205,103,84,18,169,139,27,3,2
S01007323,241,144,62,44,38,97,71,20,2,0
S01007324,183,176,102,65,8,6,6,0,0,2
S01007325,398,377,170,133,74,15,9,4,2,6
S01007326,475,436,211,156,69,33,28,5,2,3
S01007327,349,297,70,123,102,50,45,2,0,0
S01007328,347,296,56,78,162,52,41,8,2,0
S01007329,372,358,234,95,29,10,6,0,3,1
S01007330,385,380,236,101,40,8,4,1,2,0
S01007331,481,470,188,163,119,8,8,1,0,0
S01007332,231,220,157,58,11,10,2,6,0,0
S01007333,338,206,149,25,32,132,110,22,0,0
S01007334,308,148,18,63,65,160,152,9,0,0
S01007335,418,259,18,159,82,157,158,2,0,0
S01007336,296,50,17,13,20,246,222,11,13,0
S01007337,378,171,39,55,77,207,200,9,0,0
S01007338,272,255,10,174,77,13,13,0,0,0
S01007339,316,228,144,63,19,88,74,13,0,0
S01007340,288,101,34,36,31,187,160,25,0,1
S01007341,374,157,82,70,8,217,155,59,2,0
S01007342,362,246,150,86,7,116,62,54,0,0
S01007343,323,276,173,84,11,47,33,11,1,2
S01007344,236,47,14,17,16,189,152,35,2,0
S01007345,264,74,16,43,18,189,181,12,0,2
S01007346,341,66,12,17,37,276,253,8,13,0
S01007347,353,179,13,66,96,174,162,7,1,0
S01007348,264,177,16,97,65,87,81,4,2,0
S01007349,186,103,28,53,22,87,64,19,0,0
S01007350,323,60,12,23,28,263,237,21,5,0
S01007351,405,325,216,79,26,77,49,23,5,3
S01007352,279,266,201,55,10,9,3,5,1,4
S01007353,318,287,197,63,27,31,7,24,0,0
S01007354,405,224,140,63,16,180,80,96,2,0
S01007355,528,483,320,118,41,41,29,11,1,4
S01007356,335,282,165,76,37,53,27,24,1,0
S01007357,372,351,226,99,26,23,10,11,1,1
S01007358,364,326,152,106,71,37,30,6,1,2
S01007359,412,318,105,125,88,86,51,34,2,6
S01007360,262,195,157,33,9,67,45,24,0,0
S01007361,502,281,177,80,24,209,160,46,3,12
S01007362,353,159,92,53,11,197,165,30,0,0
S01007363,346,246,146,67,33,96,67,29,0,0
S01007364,417,285,41,142,102,132,117,15,0,0
S01007365,220,150,91,44,19,70,58,12,0,0
S01007366,278,166,53,54,56,112,89,23,0,0
S01007367,282,148,73,39,36,136,96,38,0,2
S01007368,244,208,52,64,92,36,18,16,2,0
S01007369,367,208,94,80,31,160,114,41,1,0
S01007370,358,139,59,60,16,219,156,49,14,0
S01007371,311,167,113,38,19,143,94,48,1,1
S01007372,407,295,177,101,18,111,69,41,1,1
S01007373,257,217,188,15,14,33,21,5,6,7
S01007374,206,158,81,51,23,47,22,24,0,1
S01007375,202,152,106,30,13,37,16,20,2,16
S01007376,366,302,51,51,198,66,61,7,0,0
S01007377,262,241,187,27,29,20,9,10,1,2
S01007378,209,177,130,22,20,31,11,18,2,1
S01007379,269,230,28,80,121,41,36,2,1,0
S01007380,235,201,50,44,107,37,24,10,3,0
S01007381,217,195,173,18,1,22,8,14,1,0
S01007382,282,216,133,65,18,70,26,43,1,0
S01007383,346,223,125,49,49,123,106,17,0,0
S01007384,354,253,109,78,67,102,91,8,0,0
S01007385,409,282,157,63,58,127,119,10,0,0
S01007386,336,272,245,23,4,63,43,20,0,0
S01007387,312,264,240,20,7,48,16,26,0,0
S01007388,250,249,208,35,5,1,1,0,0,0
S01007389,189,182,32,18,132,4,7,2,0,0
S01007390,189,175,17,26,132,10,6,4,0,0
S01007391,222,212,176,27,7,10,4,7,0,0
S01007392,209,145,99,44,3,65,35,28,0,0
S01007393,311,187,118,24,45,123,79,44,0,2
S01007394,348,153,80,56,21,195,142,53,7,0
S01007395,588,45,19,13,11,547,494,35,12,0
S01007396,429,40,18,19,7,389,355,32,2,0
S01007397,487,200,154,36,10,287,220,66,1,0
S01007398,279,157,12,83,60,122,120,2,0,0
S01007399,294,102,25,38,38,188,184,2,0,0
S01007400,347,165,68,69,27,182,145,36,1,0
S01007401,326,215,55,126,34,111,96,15,0,0
S01007402,260,259,73,142,40,5,5,0,0,0
S01007403,425,370,130,217,25,53,43,10,0,0
S01007404,243,222,142,50,32,19,6,11,2,0
S01007405,258,188,138,34,13,66,55,13,1,0
S01007406,288,250,164,78,10,38,26,11,2,0
S01007407,272,236,163,42,31,36,34,2,0,0
S01007408,248,152,40,75,34,99,94,3,3,0
S01007409,336,232,50,151,27,108,108,0,0,0
S01007410,290,267,18,92,155,23,23,0,0,0
S01007411,444,264,27,111,126,180,171,6,2,0
S01007412,199,178,31,88,59,21,21,0,0,0
S01007413,388,285,129,147,9,95,89,8,2,1
S01007414,246,243,205,30,8,3,3,0,0,0
S01007415,384,334,28,169,137,52,52,0,0,0
S01007416,219,213,9,104,97,6,6,0,0,0
S01007417,405,369,301,45,20,36,35,1,0,0
S01007418,287,248,17,125,105,40,40,0,0,0
S01007419,345,206,38,92,77,139,137,0,2,0
S01007420,281,268,155,78,35,9,9,0,0,6
S01007421,285,218,133,47,42,67,67,0,0,0
S01007422,278,181,86,45,50,93,89,3,1,0
S01007423,332,287,100,70,113,45,41,2,1,0
S01007424,340,338,132,124,82,4,4,0,0,0
S01007425,393,325,121,158,46,68,65,2,0,0
S01007426,445,277,84,104,89,168,153,9,6,0
S01007427,317,232,20,99,113,82,79,4,4,0
S01007428,477,264,65,99,100,212,187,14,11,1
S01007429,422,268,131,85,53,154,142,12,0,0
S01007430,203,160,60,69,30,43,34,8,2,0
S01007431,209,208,134,69,1,1,0,1,0,0
S01007432,409,348,131,74,143,57,55,2,2,1
S01007433,469,444,163,218,63,22,24,2,0,0
S01007434,233,130,13,47,67,103,96,7,0,0
S01007435,332,215,66,93,56,118,110,4,3,0
S01007436,361,128,23,40,68,233,215,15,3,0
S01007437,225,112,44,36,32,113,96,15,4,0
S01007438,343,230,35,91,104,113,110,2,1,0
S01007439,338,224,59,98,70,114,100,11,3,0
S01007440,299,257,52,87,122,42,39,3,0,0
S01007441,229,227,134,77,16,1,1,1,0,0
S01007442,202,199,147,45,6,2,2,0,2,0
S01007443,383,353,189,133,31,30,22,4,2,0
S01007444,476,379,183,135,61,96,67,20,9,0
S01007445,268,266,189,71,6,2,0,0,0,0
S01007446,185,171,134,21,19,14,5,8,0,0
S01007447,219,221,159,48,10,2,1,0,1,0
S01007448,439,407,231,136,42,32,31,0,1,0
S01007449,444,326,113,119,94,117,109,4,5,0
S01007450,335,295,42,152,101,42,25,8,7,0
S01007451,292,265,67,58,143,29,29,0,0,0
S01007452,531,427,178,195,54,101,98,0,2,0
S01007453,276,268,202,41,22,8,10,0,0,0
S01007454,204,197,27,116,51,10,10,0,0,0
S01007455,377,323,45,162,119,52,50,3,0,1
S01007456,384,112,20,38,54,275,272,0,1,0
S01007457,450,312,122,135,54,139,136,3,1,0
S01007458,223,212,62,136,14,9,5,1,0,0
S01007459,293,285,102,102,81,8,6,1,0,0
S01007460,411,268,61,129,78,141,132,4,0,2
S01007461,361,135,13,45,81,226,216,7,0,0
S01007462,367,196,30,102,64,171,157,13,0,0
S01007463,415,374,43,186,144,42,40,2,0,0
S01007464,339,293,21,77,195,43,43,3,0,0
S01007465,376,292,37,102,153,87,78,4,1,0
S01007466,601,170,22,43,105,431,347,18,66,0
S01007467,521,275,64,131,80,246,233,10,2,0
S01007468,297,245,74,156,19,52,51,0,0,0
S01007469,384,336,74,96,168,41,42,3,0,0
S01007470,324,112,29,68,15,211,206,1,4,0
S01007471,201,182,43,85,54,19,19,0,0,0
S01007472,269,249,6,110,133,20,19,0,0,0
S01007473,224,159,28,32,99,68,66,2,0,0
S01007474,216,200,125,51,27,16,16,0,0,0
S01007475,356,318,194,78,42,38,38,0,0,0
S01007476,348,328,121,138,67,20,17,3,0,0
S01007477,239,168,57,93,17,71,55,16,0,0
S01007478,475,231,77,87,67,244,206,39,3,0
S01007479,284,141,54,70,15,143,135,8,0,0
S01007480,331,241,117,84,40,89,88,2,0,0
S01007481,447,429,333,80,14,18,16,0,0,0
S01007482,239,158,90,34,34,81,79,1,1,0
S01007483,290,268,34,168,66,22,22,3,0,0
S01007484,263,147,52,46,45,119,111,5,0,0
S01007485,193,79,22,30,30,114,116,0,1,0
S01007486,313,201,28,116,54,115,110,5,1,0
S01007487,414,202,40,38,124,211,151,27,33,0
S01007488,484,371,41,93,239,113,85,8,19,0
S01007489,394,349,114,93,142,45,38,7,0,0
S01007490,420,387,61,179,146,33,32,0,0,0
S01007491,496,416,107,204,105,80,81,1,2,0
S01007492,264,256,72,151,30,8,6,2,0,0
S01007493,365,349,93,222,34,17,14,1,2,0
S01007494,242,235,123,66,44,7,3,3,1,0
S01007495,331,326,249,71,6,4,1,0,1,1
S01007496,418,373,220,94,63,44,35,8,4,1
S01007497,293,278,151,96,34,12,5,6,1,0
S01007498,368,359,92,228,42,4,2,2,0,2
S01007499,414,397,170,153,75,9,9,0,0,4
S01007500,288,269,135,92,45,15,9,1,0,0
S01007501,334,305,168,86,53,25,25,0,2,0
S01007502,207,209,101,65,44,4,2,1,1,1
S01007503,468,404,216,135,54,59,41,17,1,3
S01007504,315,311,185,88,41,4,2,0,0,0
S01007505,177,170,113,52,6,7,3,3,1,0
S01007506,270,262,191,45,24,8,1,3,4,1
S01007507,461,394,117,151,127,68,54,7,4,0
S01007508,331,310,165,92,53,21,17,1,3,0
S01007509,285,281,183,63,40,3,1,0,1,0
S01007510,484,454,227,144,85,29,26,3,0,1
S01007511,389,358,100,130,128,29,22,7,3,0
S01007512,254,240,145,51,44,14,15,0,2,0
S01007513,473,396,107,212,77,77,70,5,1,0
S01007514,257,181,52,66,61,78,53,8,17,0
S01007515,295,274,195,56,23,21,16,4,1,0
S01007516,269,236,36,132,68,33,27,8,1,0
S01007517,235,203,119,47,37,32,33,4,0,0
S01007518,364,342,100,168,74,22,21,1,0,0
S01007519,212,205,142,52,8,9,1,1,2,0
S01007520,485,462,188,126,148,20,7,10,3,3
S01007521,219,212,169,33,7,5,2,1,2,0
S01007522,499,464,162,124,178,34,26,5,5,1
S01007523,247,243,164,51,26,4,2,1,0,0
S01007524,399,381,238,103,32,18,16,4,1,0
S01007525,274,269,65,153,51,4,4,1,0,0
S01007526,394,266,42,96,128,128,97,18,14,0
S01007527,436,405,199,111,95,27,24,2,1,0
S01007528,348,247,43,110,93,102,78,12,10,1
S01007529,319,296,232,46,16,23,21,2,0,0
S01007530,247,243,180,53,12,3,1,1,0,1
S01007531,308,297,175,93,27,13,5,5,3,0
S01007532,245,234,129,68,41,10,6,2,2,1
S01007533,188,184,114,43,28,5,2,4,0,0
S01007534,444,370,91,188,91,76,63,10,0,1
S01007535,484,355,176,132,47,129,124,4,0,0
S01007536,450,369,58,183,128,85,62,10,12,0
S01007537,543,381,180,105,96,165,137,8,19,0
S01007538,363,352,246,87,19,9,8,2,0,0
S01007539,306,291,185,50,56,15,11,4,2,0
S01007540,484,400,112,120,168,84,72,9,4,0
S01007541,380,368,156,152,60,12,6,2,4,0
S01007542,445,312,59,124,129,133,125,10,1,0
S01007543,499,476,81,204,191,23,21,0,0,0
S01007544,520,503,438,48,17,12,8,5,2,4
S01007545,367,351,232,99,20,5,4,0,1,9
S01007546,227,224,167,49,10,0,0,0,0,1
S01007547,297,290,177,78,35,6,1,4,1,0
S01007548,295,291,127,116,55,4,1,2,0,0
S01007549,330,323,188,97,34,7,3,1,3,0
S01007550,466,441,189,124,127,25,11,7,7,0
S01007551,345,331,247,68,16,8,5,1,3,3
S01007552,439,374,69,116,189,63,53,1,6,0
S01007553,359,335,50,182,103,22,13,1,9,0
S01007554,231,222,18,166,38,9,7,2,0,0
S01007555,265,260,124,98,33,5,1,1,1,0
S01007556,241,164,28,67,68,77,66,5,6,0
S01007557,471,394,31,273,96,80,72,4,0,0
S01007558,203,204,101,54,49,4,4,0,0,0
S01007559,319,314,189,80,45,5,2,1,2,0
S01007560,488,444,124,185,134,44,31,6,8,0
S01007561,366,359,86,155,118,7,9,0,1,0
S01007562,364,358,180,126,51,6,4,1,0,0
S01007563,370,361,172,117,72,6,3,2,4,0
S01007564,325,324,224,70,26,3,0,1,0,4
S01007565,444,435,227,146,62,9,4,5,0,0
S01007566,264,262,139,101,18,0,2,0,1,0
S01007567,238,229,178,51,3,6,2,1,1,0
S01007568,305,296,185,81,35,8,2,4,1,1
S01007569,363,334,211,91,41,1,1,0,2,24
S01007570,448,434,212,195,27,13,9,1,0,0
S01007571,238,233,181,45,10,2,1,1,0,0
S01007572,473,415,271,106,38,57,58,1,0,1
S01007573,343,336,223,104,10,6,4,2,0,0
S01007574,425,415,25,100,295,6,6,0,0,0
S01007575,407,271,15,65,191,137,135,0,1,0
S01007576,281,171,12,78,81,110,109,2,0,0
S01007577,345,200,16,83,101,147,144,0,1,0
S01007578,368,237,16,96,127,131,128,2,0,0
S01007579,301,220,16,88,117,84,75,1,2,0
S01007580,300,206,13,106,87,94,92,0,2,0
S01007581,226,157,13,84,60,73,73,0,0,0
S01007582,334,245,27,111,109,85,87,2,0,0
S01007583,545,131,19,66,46,414,400,6,8,0
S01007584,290,197,21,90,80,93,89,4,0,0
S01007585,461,437,200,204,33,24,25,1,0,0
S01007586,376,293,41,119,129,87,85,2,0,0
S01007587,322,237,79,88,73,85,66,18,2,0
S01007588,372,360,161,152,51,12,5,5,0,0
S01007589,407,217,87,73,55,190,181,9,0,0
S01007590,287,273,89,166,18,11,5,9,0,0
