Intermediate Zone - Data Zone 2011,White: Total,Mixed or multiple ethnic group,"Asian, Asian Scottish or Asian British: Total",African: Total,Caribbean or Black: Total,Other ethnic groups: Total
S01007294,859,1,23,0,0,10
S01007295,411,0,0,0,0,0
S01007296,526,4,7,0,2,0
S01007297,795,6,17,1,5,10
S01007298,504,1,3,2,0,0
S01007299,688,2,11,0,0,9
S01007300,425,0,3,0,1,4
S01007301,1234,15,8,1,2,0
S01007302,550,4,10,0,0,3
S01007303,1023,5,8,0,0,4
S01007304,721,1,4,2,0,3
S01007305,726,4,5,0,0,3
S01007306,785,3,2,0,0,6
S01007307,892,6,2,0,2,2
S01007308,811,6,5,1,0,2
S01007309,716,4,10,0,1,3
S01007310,813,4,5,1,0,1
S01007311,743,12,6,1,6,0
S01007312,709,6,13,1,1,2
S01007313,1029,3,8,0,1,6
S01007314,638,6,2,0,4,2
S01007315,740,9,1,1,2,0
S01007316,825,1,6,2,0,1
S01007317,832,2,8,0,0,0
S01007318,533,7,4,6,1,0
S01007319,681,4,3,10,0,1
S01007320,744,9,6,1,0,4
S01007321,643,4,1,0,0,2
S01007322,684,6,7,0,0,0
S01007323,425,1,4,0,0,1
S01007324,375,2,0,0,0,0
S01007325,806,5,9,0,0,0
S01007326,984,3,1,3,0,0
S01007327,681,0,4,0,0,2
S01007328,658,6,3,2,0,0
S01007329,765,10,6,1,3,2
S01007330,745,1,0,0,0,0
S01007331,1037,2,3,0,0,7
S01007332,501,1,2,0,0,2
S01007333,653,1,0,1,3,0
S01007334,543,6,3,0,0,0
S01007335,776,6,4,2,0,0
S01007336,484,5,14,1,0,2
S01007337,611,0,1,0,0,0
S01007338,673,2,4,7,0,7
S01007339,586,10,13,1,1,0
S01007340,488,12,0,0,0,0
S01007341,675,6,1,0,0,5
S01007342,716,3,5,3,0,0
S01007343,669,3,1,1,2,0
S01007344,387,6,0,0,0,0
S01007345,501,2,4,0,2,0
S01007346,483,3,1,0,2,1
S01007347,588,2,1,2,2,4
S01007348,529,0,1,0,0,15
S01007349,389,10,11,1,0,15
S01007350,497,5,2,0,0,9
S01007351,717,6,6,1,0,0
S01007352,541,4,10,0,0,6
S01007353,654,10,3,1,0,1
S01007354,711,2,8,1,1,4
S01007355,1018,14,4,1,3,0
S01007356,642,4,0,2,1,6
S01007357,703,1,4,0,0,1
S01007358,802,6,7,0,0,1
S01007359,834,8,9,3,0,4
S01007360,502,7,3,0,0,2
S01007361,921,3,8,0,0,4
S01007362,715,4,1,3,0,1
S01007363,622,10,8,0,2,0
S01007364,764,9,9,0,0,2
S01007365,442,2,13,0,1,1
S01007366,470,2,3,12,0,3
S01007367,475,4,8,0,0,0
S01007368,531,7,5,4,0,3
S01007369,672,6,1,2,6,0
S01007370,618,6,16,0,0,9
S01007371,626,1,5,0,0,0
S01007372,848,4,3,0,1,4
S01007373,526,4,6,0,0,0
S01007374,442,6,4,1,2,1
S01007375,392,2,2,0,0,2
S01007376,765,2,1,2,2,0
S01007377,582,6,3,0,0,0
S01007378,716,13,8,3,4,13
S01007379,594,3,2,0,0,0
S01007380,546,1,2,0,1,2
S01007381,547,12,6,0,1,1
S01007382,628,7,0,0,0,0
S01007383,693,4,5,4,0,0
S01007384,797,3,6,0,0,0
S01007385,818,2,4,0,0,4
S01007386,761,6,2,0,0,5
S01007387,728,9,15,0,0,4
S01007388,562,6,7,5,2,1
S01007389,539,4,6,0,1,7
S01007390,478,10,2,14,0,4
S01007391,503,1,3,0,0,0
S01007392,441,0,4,0,0,0
S01007393,749,9,19,3,0,1
S01007394,609,6,8,4,0,2
S01007395,851,6,30,4,0,0
S01007396,632,13,10,1,0,12
S01007397,906,3,6,1,1,0
S01007398,603,4,12,1,0,5
S01007399,530,6,29,1,0,6
S01007400,643,3,5,1,0,1
S01007401,696,4,31,0,0,0
S01007402,567,8,4,0,0,1
S01007403,1160,22,24,3,1,7
S01007404,539,0,2,0,1,0
S01007405,597,3,7,0,0,0
S01007406,646,7,12,0,1,5
S01007407,618,1,2,9,0,0
S01007408,509,6,11,0,1,0
S01007409,700,3,7,0,0,0
S01007410,656,1,0,5,0,5
S01007411,825,0,2,1,0,5
S01007412,430,0,0,2,0,0
S01007413,875,5,0,0,0,0
S01007414,641,1,39,0,0,0
S01007415,877,1,3,0,0,10
S01007416,529,2,10,5,0,0
S01007417,939,8,31,1,0,7
S01007418,614,4,7,0,0,13
S01007419,839,7,11,10,0,12
S01007420,1445,16,14,10,0,2
S01007421,658,4,7,2,0,4
S01007422,576,9,10,0,0,8
S01007423,778,3,14,0,0,1
S01007424,757,4,0,0,1,2
S01007425,826,0,14,1,0,1
S01007426,825,4,6,5,0,17
S01007427,560,2,18,0,0,2
S01007428,819,7,8,1,0,2
S01007429,848,2,10,9,0,5
S01007430,376,0,4,0,0,2
S01007431,440,4,0,0,0,0
S01007432,893,2,5,0,0,1
S01007433,1029,4,2,4,0,2
S01007434,436,0,7,6,0,3
S01007435,627,2,7,15,0,5
S01007436,611,3,3,7,0,5
S01007437,383,4,0,0,2,14
S01007438,594,1,17,0,0,0
S01007439,641,5,11,0,0,0
S01007440,598,1,18,0,0,1
S01007441,468,6,1,0,0,2
S01007442,410,2,15,0,0,0
S01007443,846,25,21,4,0,4
S01007444,1016,19,28,1,0,12
S01007445,610,9,10,3,0,2
S01007446,439,8,12,0,2,1
S01007447,484,2,2,0,0,2
S01007448,943,4,9,1,0,0
S01007449,847,4,14,3,0,12
S01007450,649,3,15,0,1,11
S01007451,558,0,1,3,4,2
S01007452,1206,11,48,17,2,10
S01007453,755,11,29,0,2,11
S01007454,541,5,4,2,0,0
S01007455,794,4,6,3,0,25
S01007456,748,0,23,2,3,9
S01007457,931,0,26,14,0,1
S01007458,479,0,0,0,0,0
S01007459,581,0,8,0,0,2
S01007460,771,0,7,0,0,6
S01007461,602,8,14,2,0,5
S01007462,677,1,34,3,2,3
S01007463,974,15,31,0,0,28
S01007464,640,3,9,2,0,1
S01007465,728,7,1,4,0,3
S01007466,892,9,18,4,0,12
S01007467,914,7,19,7,0,0
S01007468,534,1,18,0,0,1
S01007469,866,5,7,3,0,0
S01007470,636,1,4,0,0,0
S01007471,422,4,0,0,0,0
S01007472,572,2,2,0,0,0
S01007473,400,9,2,0,0,0
S01007474,477,2,7,0,0,4
S01007475,780,0,11,7,2,0
S01007476,739,3,3,3,0,2
S01007477,475,5,1,0,0,2
S01007478,889,11,18,1,2,3
S01007479,563,4,2,0,0,1
S01007480,673,2,10,0,0,1
S01007481,904,4,1,1,2,1
S01007482,432,2,2,0,0,0
S01007483,645,1,0,1,0,0
S01007484,464,2,1,0,0,0
S01007485,321,4,4,0,0,0
S01007486,673,13,4,0,0,0
S01007487,661,3,16,0,0,2
S01007488,934,5,6,0,2,5
S01007489,779,2,5,0,0,2
S01007490,915,3,5,0,0,0
S01007491,1140,3,5,0,0,2
S01007492,538,3,3,0,0,0
S01007493,707,1,0,4,0,7
S01007494,510,0,4,2,2,4
S01007495,748,11,2,1,0,4
S01007496,785,3,2,1,0,0
S01007497,613,0,0,0,0,1
S01007498,705,2,5,0,0,0
S01007499,831,8,7,2,0,0
S01007500,540,1,6,0,0,0
S01007501,668,3,5,0,0,2
S01007502,414,2,0,3,0,1
S01007503,924,4,4,1,0,4
S01007504,599,6,0,0,0,0
S01007505,367,0,1,0,0,1
S01007506,544,6,1,0,0,0
S01007507,854,3,0,0,2,0
S01007508,641,8,8,0,0,0
S01007509,588,4,2,0,0,0
S01007510,964,6,4,0,5,1
S01007511,713,4,4,1,1,2
S01007512,479,3,1,0,1,0
S01007513,926,6,2,0,0,2
S01007514,512,1,9,0,1,6
S01007515,680,1,7,4,0,0
S01007516,574,1,1,0,0,1
S01007517,465,0,1,0,0,1
S01007518,750,2,3,0,0,0
S01007519,372,0,1,0,0,0
S01007520,979,11,1,8,0,3
S01007521,453,6,2,0,0,1
S01007522,1007,7,1,0,0,1
S01007523,569,0,1,0,0,3
S01007524,891,8,3,0,2,2
S01007525,606,1,3,1,0,0
S01007526,653,1,6,2,1,0
S01007527,824,3,5,0,2,0
S01007528,641,3,6,0,0,0
S01007529,598,1,7,2,2,0
S01007530,540,5,2,0,2,0
S01007531,598,8,5,1,0,1
S01007532,506,7,2,1,0,2
S01007533,391,2,3,2,0,3
S01007534,913,4,0,6,2,2
S01007535,969,3,6,0,0,0
S01007536,912,4,5,0,0,2
S01007537,1038,8,3,0,0,0
S01007538,859,10,2,0,0,2
S01007539,636,3,0,4,2,0
S01007540,876,0,5,0,0,0
S01007541,789,0,2,0,2,0
S01007542,825,0,8,0,0,0
S01007543,977,2,0,1,0,5
S01007544,1012,4,5,1,0,0
S01007545,773,3,4,0,0,1
S01007546,509,3,4,0,2,0
S01007547,620,3,3,0,0,0
S01007548,657,4,2,0,0,1
S01007549,716,5,3,0,0,1
S01007550,891,6,1,4,0,2
S01007551,695,18,8,2,0,3
S01007552,909,4,5,0,0,0
S01007553,776,5,0,0,1,2
S01007554,418,4,0,3,1,0
S01007555,548,0,0,0,0,0
S01007556,445,6,4,0,0,0
S01007557,1036,2,2,0,0,1
S01007558,421,6,1,0,0,0
S01007559,664,4,0,1,3,0
S01007560,926,3,6,7,0,2
S01007561,724,2,3,0,1,0
S01007562,767,7,1,1,3,1
S01007563,742,6,2,0,0,5
S01007564,685,4,3,3,0,1
S01007565,978,17,5,0,0,2
S01007566,602,3,0,0,1,1
S01007567,541,6,1,0,0,0
S01007568,636,2,5,0,0,1
S01007569,804,2,1,0,0,3
S01007570,999,15,2,0,0,10
S01007571,514,4,1,1,2,0
S01007572,1057,3,2,9,3,6
S01007573,845,10,38,8,0,8
S01007574,884,6,3,5,0,2
S01007575,623,6,10,0,2,4
S01007576,536,4,0,0,0,2
S01007577,700,2,4,0,0,3
S01007578,672,7,3,1,2,7
S01007579,575,3,3,0,0,8
S01007580,747,3,17,1,0,1
S01007581,508,2,0,0,0,8
S01007582,625,8,6,1,1,7
S01007583,938,10,12,9,0,11
S01007584,576,13,15,0,0,13
S01007585,933,5,18,4,0,5
S01007586,733,5,6,0,0,3
S01007587,735,12,24,3,1,6
S01007588,812,4,3,0,1,7
S01007589,671,6,12,1,1,6
S01007590,618,1,4,8,0,0
S01007591,520,9,4,1,0,10
S01007592,604,3,5,9,0,2
S01007593,1005,14,22,8,7,2
S01007594,777,5,14,3,3,5
S01007595,984,9,8,2,0,1
S01007596,425,2,2,2,0,0
S01007597,554,5,4,0,0,0
S01007598,597,2,3,1,0,0
S01007599,887,8,6,2,1,4
S01007600,906,2,22,14,0,1
S01007601,605,3,8,3,1,0
S01007602,565,5,17,0,0,3
S01007603,711,9,16,2,2,1
S01007604,764,8,20,2,1,0
S01007605,761,1,4,0,0,4
S01007606,595,3,3,2,0,0
S01007607,576,2,9,0,0,2
S01007608,761,5,15,5,0,4
S01007609,908,8,13,1,2,2
S01007610,525,5,18,0,0,2
S01007611,853,13,20,6,1,6
S01007612,1146,21,50,13,3,19
S01007613,652,7,3,1,0,2
S01007614,848,11,6,0,2,5
S01007615,946,10,2,1,0,3
S01007616,635,3,21,9,0,5
S01007617,455,3,4,0,0,1
S01007618,474,1,0,0,1,0
S01007619,642,1,5,5,1,8
S01007620,557,2,1,2,0,0
S01007621,580,4,4,0,1,0
S01007622,516,0,0,0,0,4
S01007623,540,0,12,5,3,9
S01007624,573,3,4,0,0,1
S01007625,453,5,7,0,0,0
S01007626,574,9,8,0,1,3
S01007627,1983,21,61,2,0,20
S01007628,617,2,3,1,0,5
S01007629,652,4,4,1,0,1
S01007630,852,4,7,0,1,1
S01007631,590,4,0,0,0,0
S01007632,894,0,17,0,1,4
S01007633,993,9,5,0,0,3
S01007634,676,0,2,0,0,0
S01007635,738,4,1,2,0,0
S01007636,987,4,18,0,0,1
S01007637,903,19,3,1,0,1
S01007638,787,9,4,0,1,0
S01007639,890,4,8,17,2,6
S01007640,669,6,3,3,0,0
S01007641,845,5,2,11,0,4
S01007642,836,4,2,1,0,3
S01007643,851,3,3,0,2,0
S01007644,775,5,2,6,0,3
S01007645,481,1,6,0,5,0
S01007646,522,6,3,4,0,4
S01007647,665,3,4,0,0,1
S01007648,713,1,4,0,1,1
S01007649,788,5,0,0,0,0
S01007650,845,9,6,0,0,1
S01007651,554,6,0,0,0,0
S01007652,569,1,1,0,0,5
S01007653,797,3,1,0,0,1
S01007654,1104,6,7,1,0,7
S01007655,724,1,6,1,0,1
S01007656,760,9,1,0,0,0
S01007657,393,5,0,0,0,0
S01007658,454,0,0,0,0,0
S01007659,819,4,2,0,1,3
S01007660,789,3,3,2,1,3
S01007661,696,2,6,0,1,1
S01007662,856,3,1,0,1,2
S01007663,784,3,8,0,0,0
S01007664,525,0,0,0,0,0
S01007665,691,2,9,0,0,2
S01007666,396,0,1,0,0,0
S01007667,628,3,1,0,0,0
S01007668,969,8,0,1,0,0
S01007669,566,0,0,1,3,2
S01007670,643,8,3,4,0,4
S01007671,906,2,1,0,0,1
S01007672,881,1,1,0,0,0
S01007673,582,2,6,0,0,1
S01007674,708,3,3,0,2,4
S01007675,641,0,2,0,0,0
S01007676,605,1,1,2,0,1
S01007677,784,3,10,0,0,0
S01007678,683,6,4,1,0,0
S01007679,729,3,4,0,0,5
S01007680,760,2,3,0,0,4
S01007681,352,3,2,0,0,0
S01007682,741,12,97,8,0,9
S01007683,510,25,101,50,0,21
S01007684,726,14,35,0,0,6
S01007685,723,19,78,14,2,8
S01007686,622,6,40,2,0,1
S01007687,764,24,42,7,0,23
S01007688,892,17,60,12,1,26
S01007689,482,15,47,3,3,7
S01007690,872,15,109,10,5,39
S01007691,2476,117,545,135,13,70
S01007692,689,22,72,29,2,41
S01007693,754,31,235,67,3,80
S01007694,887,20,120,33,6,48
S01007695,782,9,84,19,0,8
S01007696,601,13,113,35,2,37
S01007697,883,9,55,36,0,25
S01007698,820,36,129,26,0,36
S01007699,601,22,118,29,2,12
S01007700,848,15,59,27,2,6
S01007701,477,7,59,18,5,20
S01007702,811,36,111,34,5,16
S01007703,669,19,88,10,0,16
S01007704,738,9,142,25,5,8
S01007705,693,30,135,39,4,18
S01007706,746,23,118,13,5,19
S01007707,848,41,129,35,6,56
S01007708,568,4,81,21,0,14
S01007709,497,10,44,15,1,19
S01007710,673,30,78,19,3,18
S01007711,847,19,133,63,2,61
S01007712,604,22,60,17,0,6
S01007713,396,10,70,10,4,7
S01007714,558,9,99,11,3,8
S01007715,678,15,116,40,1,10
S01007716,835,24,61,56,3,10
S01007717,565,14,73,23,0,10
S01007718,644,9,25,12,1,14
S01007719,762,6,39,16,1,16
S01007720,679,6,70,0,0,11
S01007721,811,10,26,20,1,1
S01007722,867,9,165,30,2,22
S01007723,770,16,90,1,0,24
S01007724,455,9,100,13,0,6
S01007725,620,9,68,13,1,10
S01007726,626,13,172,9,0,21
S01007727,760,36,147,59,4,15
S01007728,746,10,142,41,1,44
S01007729,733,15,92,48,0,18
S01007730,507,25,36,9,1,23
S01007731,647,21,67,19,1,18
S01007732,526,7,75,18,0,28
S01007733,701,10,188,5,1,22
S01007734,766,13,44,2,0,3
S01007735,654,3,115,2,1,8
S01007736,379,1,187,2,0,2
S01007737,807,10,126,0,0,20
S01007738,698,13,33,0,1,6
S01007739,441,3,1,0,0,0
S01007740,474,0,34,0,0,5
S01007741,559,9,32,0,0,12
S01007742,648,6,27,2,1,2
S01007743,782,7,27,6,1,7
S01007744,668,4,16,7,0,14
S01007745,572,8,6,0,2,5
S01007746,732,20,18,4,1,5
S01007747,434,2,0,0,0,2
S01007748,619,5,8,0,1,2
S01007749,568,2,82,0,0,8
S01007750,741,7,73,0,0,5
S01007751,664,1,75,1,1,2
S01007752,676,2,25,4,0,21
S01007753,462,10,14,6,0,12
S01007754,852,6,10,0,0,2
S01007755,676,6,7,1,0,6
S01007756,522,3,0,2,1,0
S01007757,796,6,21,0,0,4
S01007758,841,12,13,5,2,22
S01007759,839,10,24,0,2,22
S01007760,586,8,15,3,0,1
S01007761,856,5,28,1,0,7
S01007762,724,6,31,4,1,10
S01007763,515,0,18,0,1,13
S01007764,660,8,22,0,0,3
S01007765,618,11,9,0,0,3
S01007766,792,11,26,1,0,10
S01007767,815,14,23,1,2,1
S01007768,640,10,11,1,0,3
S01007769,694,6,14,0,0,4
S01007770,672,4,13,4,0,3
S01007771,541,11,12,2,0,2
S01007772,870,3,19,1,3,5
S01007773,684,7,2,0,0,0
S01007774,919,6,26,0,0,7
S01007775,831,2,12,0,0,1
S01007776,644,4,21,4,0,3
S01007777,1088,13,42,4,1,9
S01007778,688,6,30,2,0,11
S01007779,720,4,11,0,0,3
S01007780,780,3,13,0,0,0
S01007781,924,9,13,3,3,0
S01007782,652,4,7,3,0,3
S01007783,853,4,5,17,1,9
S01007784,638,0,3,3,1,2
S01007785,517,0,4,2,0,3
S01007786,656,2,1,0,0,0
S01007787,645,1,0,1,0,1
S01007788,677,4,11,0,0,28
S01007789,599,4,6,0,0,0
S01007790,751,6,6,0,0,1
S01007791,603,7,6,7,0,0
S01007792,826,13,4,2,0,0
S01007793,953,6,1,4,0,2
S01007794,544,3,11,1,0,7
S01007795,705,9,0,0,0,0
S01007796,667,5,11,2,1,2
S01007797,689,9,9,15,2,1
S01007798,580,4,62,0,0,2
S01007799,524,15,48,4,0,15
S01007800,911,10,17,0,1,7
S01007801,955,8,82,53,0,11
S01007802,431,9,74,0,0,1
S01007803,869,4,42,8,0,2
S01007804,603,4,12,6,0,0
S01007805,522,6,31,1,0,4
S01007806,689,1,0,4,0,0
S01007807,755,7,38,2,2,5
S01007808,818,13,25,8,0,9
S01007809,814,4,25,6,0,0
S01007810,862,8,30,25,4,9
S01007811,1119,11,12,19,2,0
S01007812,884,11,13,35,0,2
S01007813,715,0,8,23,0,4
S01007814,532,11,11,5,0,2
S01007815,824,0,13,5,0,1
S01007816,558,1,0,0,0,4
S01007817,421,10,0,4,0,0
S01007818,664,5,6,5,0,0
S01007819,828,10,11,9,1,5
S01007820,878,16,28,2,0,0
S01007821,467,10,12,1,0,0
S01007822,717,3,3,4,0,0
S01007823,560,2,27,2,1,2
S01007824,752,13,52,3,0,6
S01007825,826,4,68,5,3,2
S01007826,697,5,18,4,0,5
S01007827,497,7,23,2,0,3
S01007828,879,12,35,18,0,7
S01007829,441,5,29,4,0,7
S01007830,712,9,92,18,0,24
S01007831,842,20,89,10,2,20
S01007832,495,11,29,11,0,1
S01007833,752,3,23,7,0,12
S01007834,634,5,56,6,1,17
S01007835,595,9,24,11,0,20
S01007836,521,8,37,0,0,0
S01007837,676,4,18,5,0,10
S01007838,965,8,51,7,0,14
S01007839,521,0,40,10,0,19
S01007840,708,16,35,15,0,12
S01007841,578,41,26,28,0,2
S01007842,630,11,30,33,0,23
S01007843,586,4,52,22,2,2
S01007844,672,7,41,14,0,9
S01007845,719,9,20,6,1,24
S01007846,743,9,7,0,0,17
S01007847,792,3,15,16,4,5
S01007848,701,0,19,5,0,20
S01007849,943,15,27,18,1,32
S01007850,694,4,13,8,0,6
S01007851,904,5,4,0,0,5
S01007852,564,8,15,6,0,2
S01007853,726,8,41,23,0,15
S01007854,861,25,28,12,3,30
S01007855,480,9,12,4,0,5
S01007856,915,8,35,8,0,19
S01007857,476,5,3,1,0,0
S01007858,999,9,16,4,0,2
S01007859,616,14,12,5,5,4
S01007860,682,4,9,10,0,3
S01007861,618,0,0,0,0,0
S01007862,682,4,3,1,1,0
S01007863,881,5,3,3,2,3
S01007864,904,3,8,2,0,0
S01007865,945,6,14,6,0,2
S01007866,527,4,4,1,0,0
S01007867,1417,9,70,23,0,36
S01007868,751,5,35,0,1,1
S01007869,768,27,126,18,0,24
S01007870,333,0,0,0,1,1
S01007871,624,2,4,4,0,0
S01007872,652,0,3,4,0,1
S01007873,604,3,11,0,0,0
S01007874,663,0,4,0,0,0
S01007875,714,7,8,3,0,2
S01007876,853,2,6,1,7,0
S01007877,703,3,6,0,0,2
S01007878,453,0,4,0,1,0
S01007879,786,5,0,0,1,1
S01007880,486,5,2,0,0,3
S01007881,534,3,0,0,0,4
S01007882,714,1,2,1,0,2
S01007883,983,5,1,5,0,2
S01007884,598,2,0,1,0,1
S01007885,677,0,0,0,3,1
S01007886,813,10,11,0,3,0
S01007887,569,0,1,0,0,0
S01007888,1009,3,1,1,1,0
S01007889,439,2,0,0,0,0
S01007890,666,8,4,0,0,0
S01007891,925,3,13,1,0,1
S01007892,644,0,18,0,0,4
S01007893,902,4,12,0,0,0
S01007894,861,4,0,4,0,0
S01007895,558,3,14,0,0,2
S01007896,675,2,3,1,0,2
S01007897,371,2,2,0,0,0
S01007898,442,0,0,0,0,0
S01007899,581,3,12,0,0,3
S01007900,565,1,7,2,5,0
S01007901,602,2,0,0,3,0
S01007902,773,6,1,9,2,0
S01007903,522,6,5,0,1,0
S01007904,754,2,6,0,0,2
S01007905,617,2,0,0,0,1
S01007906,598,4,2,0,1,4
S01007907,543,2,0,1,0,0
S01007908,856,5,5,0,0,1
S01007909,553,3,1,0,1,1
S01007910,889,3,11,1,0,8
S01007911,642,1,11,0,0,3
S01007912,697,2,12,0,0,1
S01007913,573,2,0,2,0,0
S01007914,541,1,2,4,0,0
S01007915,755,4,3,0,0,1
S01007916,705,1,10,3,2,0
S01007917,784,0,0,0,0,0
S01007918,783,0,14,0,0,1
S01007919,776,5,6,0,0,2
S01007920,680,3,39,2,1,0
S01007921,807,0,8,0,0,0
S01007922,759,1,8,1,1,0
S01007923,963,7,13,0,1,4
S01007924,1064,17,26,0,2,0
S01007925,437,1,3,0,0,1
S01007926,445,0,0,0,0,0
S01007927,757,2,21,2,1,0
S01007928,955,4,0,0,0,3
S01007929,1986,27,17,11,1,3
S01007930,479,0,3,0,0,0
S01007931,1063,19,31,4,0,1
S01007932,801,3,9,0,0,2
S01007933,776,8,4,0,0,5
S01007934,618,5,1,0,0,3
S01007935,677,4,3,2,0,3
S01007936,942,4,6,0,0,0
S01007937,1094,11,11,1,1,1
S01007938,701,11,4,0,0,1
S01007939,803,7,9,1,0,0
S01007940,1021,12,2,2,0,6
S01007941,585,8,6,1,0,0
S01007942,526,7,20,4,1,6
S01007943,643,3,1,0,0,4
S01007944,727,1,1,5,0,2
S01007945,696,8,5,1,1,1
S01007946,549,0,17,0,2,0
S01007947,680,4,2,1,1,3
S01007948,584,2,4,3,0,0
S01007949,615,0,2,0,0,0
S01007950,875,0,4,0,0,3
S01007951,874,2,7,0,2,2
S01007952,591,5,3,1,1,0
S01007953,855,0,4,6,0,1
S01007954,650,9,1,3,1,7
S01007955,776,0,9,1,0,0
S01007956,656,10,1,0,1,1
S01007957,948,11,4,6,0,1
S01007958,469,3,4,0,1,3
S01007959,641,4,8,0,0,1
S01007960,629,2,0,0,1,0
S01007961,1199,14,8,0,1,1
S01007962,561,0,3,0,5,0
S01007963,1032,6,3,4,0,0
S01007964,764,3,8,0,1,0
S01007965,477,3,5,0,0,0
S01007966,992,6,10,0,4,5
S01007967,502,5,4,0,0,3
S01007968,869,0,3,0,0,0
S01007969,758,10,0,0,0,0
S01007970,1015,6,4,0,0,8
S01007971,872,5,4,0,1,0
S01007972,777,4,5,0,1,1
S01007973,734,9,5,0,1,0
S01007974,637,0,0,0,0,0
S01007975,686,0,3,0,1,2
S01007976,604,7,11,0,1,4
S01007977,535,1,7,2,0,0
S01007978,567,0,7,4,1,3
S01007979,886,4,16,0,0,1
S01007980,596,9,4,1,1,0
S01007981,516,3,1,0,1,0
S01007982,446,9,0,0,2,2
S01007983,814,8,9,0,0,3
S01007984,680,5,11,0,4,1
S01007985,831,2,18,11,0,6
S01007986,548,0,2,0,0,0
S01007987,704,8,8,4,4,0
S01007988,656,0,10,0,0,0
S01007989,828,3,14,13,0,4
S01007990,681,0,32,1,2,3
S01007991,1041,7,37,0,0,0
S01007992,551,5,25,1,0,4
S01007993,714,1,5,0,0,0
S01007994,840,7,23,1,1,3
S01007995,794,2,6,0,0,3
S01007996,326,1,9,0,0,0
S01007997,774,7,12,0,0,4
S01007998,476,14,16,1,0,1
S01007999,643,3,1,4,0,6
S01008000,874,6,2,3,0,13
S01008001,887,10,1,8,1,11
S01008002,726,5,9,0,1,3
S01008003,623,1,22,0,0,10
S01008004,611,3,18,2,0,5
S01008005,753,8,2,8,2,0
S01008006,549,7,0,5,0,0
S01008007,436,3,14,1,0,0
S01008008,615,6,20,1,1,6
S01008009,887,7,8,5,0,8
S01008010,889,5,18,8,0,20
S01008011,509,4,8,4,0,4
S01008012,739,10,11,0,1,3
S01008013,632,2,12,1,1,3
S01008014,465,0,1,0,0,0
S01008015,887,11,23,3,3,1
S01008016,749,9,6,3,1,0
S01008017,876,2,5,0,2,4
S01008018,570,0,5,0,0,0
S01008019,561,4,1,0,0,1
S01008020,766,11,4,5,1,7
S01008021,616,0,13,0,0,1
S01008022,822,5,11,1,0,4
S01008023,576,4,15,0,0,0
S01008024,1137,4,31,2,0,0
S01008025,552,0,2,0,0,0
S01008026,927,4,4,0,0,0
S01008027,530,3,5,0,0,0
S01008028,562,5,2,0,0,6
S01008029,2181,29,58,20,3,13
S01008030,965,1,1,4,0,1
S01008031,731,1,9,2,2,1
S01008032,813,10,8,0,0,3
S01008033,702,5,35,0,1,6
S01008034,623,6,41,2,0,3
S01008035,532,7,28,0,2,4
S01008036,580,14,17,0,0,1
S01008037,921,7,38,7,0,4
S01008038,795,6,31,8,3,12
S01008039,802,10,17,0,0,9
S01008040,829,8,17,0,0,3
S01008041,668,6,22,0,0,3
S01008042,559,10,31,0,0,2
S01008043,982,18,19,3,0,4
S01008044,867,10,16,2,2,4
S01008045,1048,16,119,5,1,6
S01008046,820,10,16,2,0,9
S01008047,596,7,12,0,0,14
S01008048,551,5,29,0,0,0
S01008049,806,2,24,1,0,1
S01008050,545,11,43,0,0,18
S01008051,812,18,27,0,0,4
S01008052,1451,37,97,1,0,10
S01008053,576,13,16,1,0,2
S01008054,801,8,36,2,0,2
S01008055,1058,17,39,0,0,6
S01008056,757,12,49,1,0,3
S01008057,844,14,37,16,1,20
S01008058,690,6,121,5,2,30
S01008059,606,6,27,0,0,2
S01008060,641,7,34,3,0,1
S01008061,1095,15,136,6,0,11
S01008062,784,9,46,4,1,2
S01008063,845,9,61,0,0,20
S01008064,592,12,58,10,0,4
S01008065,853,18,71,4,0,9
S01008066,840,15,25,0,0,8
S01008067,646,8,64,4,0,13
S01008068,896,22,60,5,0,14
S01008069,807,5,72,0,0,6
S01008070,813,20,42,4,0,10
S01008071,681,5,15,0,0,3
S01008072,583,1,116,12,1,15
S01008073,371,9,43,3,0,7
S01008074,1006,14,49,2,1,6
S01008075,531,0,52,0,0,14
S01008076,572,3,41,0,0,2
S01008077,754,14,62,0,3,7
S01008078,787,8,90,0,0,11
S01008079,740,12,53,0,2,12
S01008080,635,5,54,2,0,0
S01008081,533,9,33,11,0,5
S01008082,682,5,66,1,0,28
S01008083,665,9,123,2,0,14
S01008084,870,7,25,0,0,2
S01008085,855,6,7,0,0,0
S01008086,1015,12,27,0,1,8
S01008087,726,4,69,0,0,13
S01008088,811,3,25,14,0,2
S01008089,720,10,41,0,1,7
S01008090,667,2,26,0,0,9
S01008091,355,3,7,0,0,0
S01008092,808,12,38,7,0,5
S01008093,697,5,9,2,0,12
S01008094,1376,15,36,4,6,6
S01008095,671,15,28,0,0,3
S01008096,752,4,15,7,0,1
S01008097,559,4,10,3,1,4
S01008098,697,13,5,2,4,7
S01008099,489,0,3,0,0,0
S01008100,767,13,94,5,0,2
S01008101,719,22,62,0,0,6
S01008102,634,5,20,0,1,2
S01008103,756,16,24,0,0,9
S01008104,844,15,25,5,0,4
S01008105,871,17,57,9,3,7
S01008106,791,15,49,11,0,2
S01008107,1201,18,319,3,0,14
S01008108,705,4,83,9,0,6
