Intermediate Zone - Data Zone 2011,"Managers, Directors and Senior Officials - Total",Professional Occupations - Total,Associate Professional and Technical Occupations - Total,Administrative and Secretarial Occupations - Total,Skilled Trade Occupations - Total,"Caring, Leisure and Other Service Occupations - Total",Sales and Customer Service Occupations - Total,"Process, Plant and Machine Operatives - Total",Elementary Occupations - Total
S01008782,38,171,98,46,32,25,36,19,46
S01008783,41,104,58,33,24,16,12,7,27
S01008784,29,93,62,19,18,26,20,5,22
S01008785,23,70,64,30,42,34,36,18,58
S01008786,45,202,124,56,59,58,47,28,77
S01008787,6,7,10,6,11,16,10,6,35
S01008788,50,161,98,42,47,30,40,19,36
S01008789,35,113,83,31,43,38,36,20,45
S01008790,25,98,77,34,27,33,36,23,53
S01008791,48,193,108,50,43,47,44,37,69
S01008792,56,186,100,40,54,50,46,30,64
S01008793,13,55,47,17,16,24,19,11,35
S01008794,32,119,73,62,45,43,47,29,75
S01008795,44,200,138,63,61,43,54,33,79
S01008796,43,165,127,69,51,59,39,23,93
S01008797,32,151,100,46,41,41,34,10,68
S01008798,37,187,97,65,40,40,46,20,59
S01008799,26,138,77,50,31,44,34,23,55
S01008800,59,213,124,81,81,68,49,21,85
S01008801,45,173,108,56,46,41,52,27,91
S01008802,33,190,140,65,49,56,50,23,79
S01008803,32,127,101,52,42,43,48,23,84
S01008804,13,83,48,32,22,31,36,15,71
S01008805,26,145,53,40,36,32,40,13,45
S01008806,66,337,138,71,46,58,64,23,71
S01008807,31,162,108,36,42,28,42,13,39
S01008808,34,172,74,28,21,30,37,17,31
S01008809,51,148,76,31,28,18,24,7,39
S01008810,51,240,115,22,18,24,20,19,34
S01008811,39,151,93,26,24,26,36,16,56
S01008812,24,105,60,13,8,13,27,4,25
S01008813,48,146,91,39,50,60,54,27,80
S01008814,42,159,94,32,48,35,39,12,41
S01008815,40,158,106,60,56,51,53,29,71
S01008816,29,127,65,29,32,23,25,13,32
S01008817,67,262,140,83,57,45,53,25,53
S01008818,57,234,125,68,39,51,31,33,49
S01008819,37,155,100,36,29,16,22,12,36
S01008820,51,172,118,44,40,60,54,31,64
S01008821,52,174,62,28,19,16,13,11,15
S01008822,50,153,63,16,19,18,11,4,12
S01008823,36,117,54,26,21,9,12,9,36
S01008824,43,224,104,42,25,26,26,11,34
S01008825,45,153,77,33,31,17,14,5,22
S01008826,40,108,60,25,26,23,18,8,35
S01008827,50,137,55,21,4,17,8,11,10
S01008828,54,209,77,27,29,25,25,6,33
S01008829,36,124,48,19,20,21,23,15,21
S01008830,58,182,72,31,24,20,16,9,16
S01008831,45,118,65,29,17,23,20,10,12
S01008832,40,101,47,29,20,15,12,9,26
S01008833,66,204,91,31,13,23,18,7,16
S01008834,75,212,107,49,35,21,19,10,31
S01008835,45,137,79,39,21,16,27,10,31
S01008836,39,159,79,48,31,30,29,15,51
S01008837,89,323,152,81,43,47,70,27,88
S01008838,84,298,127,72,34,41,35,27,50
S01008839,61,232,115,48,47,43,45,15,61
S01008840,75,249,128,58,33,31,40,18,34
S01008841,51,198,97,46,29,26,29,10,32
S01008842,39,260,114,61,31,28,25,14,29
S01008843,64,280,137,75,59,59,63,22,126
S01008844,33,197,93,34,27,18,25,12,29
S01008845,55,260,93,41,30,23,49,11,49
S01008846,52,138,80,18,21,13,18,10,35
S01008847,38,120,66,23,12,21,14,2,32
S01008848,54,154,78,32,13,12,13,12,21
S01008849,53,151,64,16,18,15,17,9,22
S01008850,60,154,64,22,13,7,9,8,14
S01008851,55,180,100,37,23,27,30,6,30
S01008852,98,182,80,21,13,15,14,7,20
S01008853,38,153,80,21,7,10,21,11,15
S01008854,77,235,113,30,22,10,17,6,19
S01008855,94,298,163,41,37,36,37,6,52
S01008856,30,178,83,26,16,17,14,9,20
S01008857,45,208,103,34,20,29,18,9,27
S01008858,50,143,66,18,21,6,8,2,11
S01008859,73,258,145,43,38,29,37,11,43
S01008860,66,228,106,42,25,20,23,9,31
S01008861,92,157,75,13,7,9,11,2,9
S01008862,71,206,124,30,34,21,36,12,19
S01008863,65,219,92,30,21,13,16,11,23
S01008864,51,205,80,29,12,6,18,10,22
S01008865,45,228,88,55,18,21,19,9,31
S01008866,65,241,111,32,17,21,12,5,18
S01008867,80,185,76,25,23,17,12,5,11
S01008868,89,181,119,56,23,31,37,18,47
S01008869,97,262,105,43,21,21,29,9,20
S01008870,56,185,83,22,17,20,20,10,10
S01008871,86,210,96,37,25,11,24,7,21
S01008872,72,190,85,34,23,35,43,7,62
S01008873,106,155,72,34,17,25,26,9,20
S01008874,63,215,101,54,27,22,33,15,38
S01008875,49,196,94,51,37,29,27,11,44
S01008876,25,101,53,19,17,9,23,4,9
S01008877,38,77,55,26,16,16,14,4,20
S01008878,42,125,57,36,40,38,33,22,38
S01008879,33,148,55,34,37,39,18,17,24
S01008880,47,96,51,33,21,14,16,11,19
S01008881,56,124,45,23,12,18,14,1,17
S01008882,110,200,80,37,12,15,8,4,18
S01008883,88,188,74,21,16,11,17,4,10
S01008884,46,120,45,16,9,10,16,8,20
S01008885,76,191,49,38,13,10,5,5,11
S01008886,57,186,110,49,20,17,29,13,22
S01008887,39,141,58,28,23,15,15,9,17
S01008888,27,171,67,22,16,16,19,9,12
S01008889,60,204,77,35,28,17,22,14,20
S01008890,30,132,48,25,21,10,25,8,15
S01008891,47,167,71,40,21,23,21,10,15
S01008892,58,167,70,55,27,23,29,11,25
S01008893,58,200,60,31,20,12,19,8,21
S01008894,65,162,63,30,19,11,12,12,16
S01008895,58,142,49,28,12,14,6,9,16
S01008896,61,127,48,24,13,13,8,8,13
S01008897,61,129,48,27,12,22,21,10,10
S01008898,61,143,55,33,11,14,22,8,14
S01008899,11,37,31,32,52,52,35,24,64
S01008900,21,52,41,56,62,61,43,33,80
S01008901,26,71,50,40,52,48,39,33,53
S01008902,38,87,55,63,50,70,58,31,97
S01008903,24,59,52,52,60,62,38,28,79
S01008904,19,62,43,49,63,83,47,44,108
S01008905,21,46,37,46,57,102,62,39,148
S01008906,20,31,32,35,56,60,41,42,105
S01008907,21,51,46,39,47,66,48,38,110
S01008908,48,219,138,83,66,91,63,59,112
S01008909,23,49,46,51,61,55,52,35,58
S01008910,10,66,34,22,24,36,16,14,37
S01008911,72,358,155,96,63,61,51,42,79
S01008912,41,150,62,40,27,26,23,18,14
S01008913,44,92,53,44,40,42,35,22,43
S01008914,39,117,69,46,49,31,25,43,28
S01008915,37,96,32,27,19,19,13,6,7
S01008916,22,49,44,43,44,62,43,39,92
S01008917,8,25,36,26,32,50,25,16,65
S01008918,12,23,18,12,15,33,22,15,57
S01008919,9,11,11,10,27,39,27,16,45
S01008920,136,328,212,150,103,110,96,78,125
S01008921,26,63,35,31,51,70,49,37,73
S01008922,21,62,41,32,47,58,34,27,77
S01008923,21,40,54,47,46,56,43,31,106
S01008924,29,28,30,28,56,62,46,31,83
S01008925,16,36,34,20,52,51,38,25,70
S01008926,23,49,34,33,40,33,31,30,46
S01008927,32,113,81,56,52,62,39,41,95
S01008928,42,79,73,51,45,73,50,43,114
S01008929,24,55,40,37,69,59,48,43,122
S01008930,20,40,33,31,36,68,41,35,112
S01008931,39,71,80,78,82,126,82,63,193
S01008932,19,82,60,45,54,52,56,34,89
S01008933,4,28,24,16,39,43,27,28,75
S01008934,21,67,43,43,38,41,24,37,87
S01008935,53,120,59,40,42,39,27,13,24
S01008936,33,60,21,23,12,9,9,4,13
S01008937,49,141,71,34,29,38,31,13,23
S01008938,37,129,63,46,26,22,24,16,16
S01008939,31,115,62,42,35,23,22,15,26
S01008940,61,85,38,20,11,5,9,5,13
S01008941,87,153,86,34,21,21,18,16,20
S01008942,40,151,80,34,29,23,15,11,21
S01008943,74,141,59,33,13,11,19,7,23
S01008944,55,187,70,43,12,19,23,11,18
S01008945,65,153,65,27,17,12,20,8,21
S01008946,70,149,71,34,23,10,22,5,14
S01008947,63,199,75,32,24,20,22,12,26
S01008948,43,91,52,31,28,33,19,16,14
S01008949,27,94,92,61,56,41,45,25,53
S01008950,35,105,81,61,54,37,46,34,46
S01008951,34,44,42,38,42,56,44,31,74
S01008952,23,62,49,51,45,49,53,35,83
S01008953,38,72,52,49,53,56,55,31,57
S01008954,31,106,64,55,51,49,41,43,55
S01008955,27,105,46,36,19,20,22,12,19
S01008956,34,121,78,76,41,49,38,20,53
S01008957,37,122,62,48,40,48,40,23,41
S01008958,41,105,64,46,36,37,38,26,34
S01008959,20,75,59,61,43,27,37,22,50
S01008960,99,202,101,54,33,33,35,21,32
S01008961,24,84,57,43,33,23,24,13,17
S01008962,21,84,55,38,23,13,20,13,16
S01008963,39,113,72,44,28,23,17,13,15
S01008964,31,91,33,17,10,9,18,10,19
S01008965,55,140,69,25,31,17,17,15,16
S01008966,26,100,54,47,27,18,18,8,23
S01008967,59,164,72,52,26,21,30,16,29
S01008968,101,302,170,85,54,42,52,31,50
S01008969,37,162,94,52,32,31,43,27,26
S01008970,58,207,75,40,20,17,25,10,19
S01008971,39,154,50,35,12,12,11,10,8
S01008972,62,141,62,37,14,10,13,4,14
S01008973,49,141,83,42,25,16,17,18,20
S01008974,30,134,54,40,26,26,19,14,22
S01008975,30,109,47,23,16,23,21,12,21
S01008976,33,84,52,18,10,7,8,7,11
S01008977,30,84,38,26,14,16,14,8,13
S01008978,24,61,52,41,27,20,25,21,31
S01008979,24,106,55,53,38,52,36,14,48
S01008980,27,99,62,58,46,36,44,26,47
S01008981,43,100,53,38,33,23,19,13,26
S01008982,23,97,83,61,45,36,34,29,56
S01008983,28,62,41,46,37,47,48,33,46
S01008984,17,70,53,35,27,27,25,18,27
S01008985,35,158,106,77,56,45,55,42,57
S01008986,32,102,73,46,44,20,36,25,29
S01008987,35,72,44,56,33,23,24,17,25
S01008988,41,139,85,51,30,42,43,18,48
S01008989,21,128,67,64,25,30,40,23,48
S01008990,45,201,109,84,44,42,56,24,39
S01008991,47,153,80,71,37,29,30,21,25
S01008992,16,44,44,31,20,24,17,18,45
S01008993,85,173,97,55,55,37,47,26,60
S01008994,29,63,35,28,39,31,28,45,55
S01008995,51,143,54,42,32,27,17,12,20
S01008996,66,160,67,44,43,29,25,31,46
S01008997,88,174,108,60,63,37,34,45,48
S01008998,27,91,65,48,41,42,41,38,50
S01008999,32,81,67,49,53,43,36,33,34
S01009000,104,299,146,107,81,55,56,43,44
S01009001,41,108,61,41,22,21,22,16,43
S01009002,229,611,297,151,90,94,80,63,95
S01009003,63,177,76,41,35,31,28,17,26
S01009004,30,56,63,32,27,26,29,16,30
S01009005,39,113,70,54,37,34,43,32,42
S01009006,44,84,55,38,37,37,19,20,48
S01009007,17,64,57,34,35,35,33,27,40
S01009008,50,135,57,39,33,34,23,22,26
S01009009,15,27,38,26,26,21,17,20,48
S01009010,52,160,104,59,44,35,33,26,40
S01009011,36,128,83,57,37,26,38,17,30
S01009012,27,88,74,40,31,25,39,19,27
S01009013,50,130,78,42,31,27,35,22,35
S01009014,18,55,23,14,55,43,12,29,44
S01009015,24,54,28,20,64,32,18,50,29
S01009016,16,40,26,6,46,32,19,26,32
S01009017,28,34,29,24,60,35,13,28,29
S01009018,24,74,51,27,74,35,22,35,51
S01009019,25,38,31,24,43,18,17,16,31
S01009020,32,61,48,44,78,50,28,36,76
S01009021,31,71,40,27,78,29,20,27,44
S01009022,39,62,40,32,91,52,22,37,47
S01009023,57,82,37,17,56,41,21,45,53
S01009024,64,70,46,39,73,57,13,57,68
S01009025,34,81,38,39,78,39,26,36,53
S01009026,28,86,51,45,81,51,30,49,53
S01009027,37,58,46,35,40,33,13,25,26
S01009028,16,34,33,23,42,23,11,25,15
S01009029,21,42,38,24,48,25,13,31,28
S01009030,8,50,38,33,41,31,13,38,29
S01009031,26,67,43,33,49,47,14,41,47
S01009032,21,41,31,24,45,31,26,34,22
S01009033,29,61,28,22,64,47,26,36,37
S01009034,24,85,37,24,54,32,24,29,33
S01009035,34,91,63,52,83,70,41,49,51
S01009036,35,113,77,56,83,73,33,42,50
S01009037,41,76,48,46,83,56,16,41,57
S01009038,28,103,67,46,80,56,36,42,58
S01009039,24,27,24,24,24,26,22,27,44
S01009040,11,39,37,29,55,39,22,21,60
S01009041,37,91,52,47,59,38,40,39,56
S01009042,17,31,36,24,38,27,32,22,42
S01009043,17,53,29,28,35,34,25,24,36
S01009044,23,70,30,25,48,51,24,33,55
S01009045,24,54,45,42,21,37,22,40,42
S01009046,36,89,66,63,78,72,41,28,54
S01009047,22,74,53,42,58,36,38,34,40
S01009048,33,80,38,36,49,45,31,40,37
S01009049,13,43,27,28,31,33,21,20,28
S01009050,42,86,63,54,52,39,44,38,29
S01009051,25,52,61,44,65,40,36,45,40
S01009052,18,33,43,27,39,25,21,29,33
S01009053,20,28,25,23,36,35,28,51,55
S01009054,14,24,25,25,36,30,26,40,36
S01009055,52,133,108,67,86,43,41,60,50
S01009056,19,27,18,24,37,39,26,36,39
S01009057,5,25,24,17,34,42,12,33,42
S01009058,24,64,35,37,48,43,32,40,36
S01009059,38,89,58,52,60,38,45,43,38
S01009060,89,213,191,86,94,57,55,61,49
S01009061,13,41,62,41,56,52,47,44,42
S01009062,14,16,24,25,42,37,25,25,53
S01009063,21,60,44,54,38,35,30,33,35
S01009064,13,25,37,35,30,19,24,26,54
S01009065,16,20,29,33,34,49,31,38,25
S01009066,11,29,28,32,39,51,32,50,52
S01009067,53,115,80,58,58,44,53,35,41
S01009068,23,53,43,42,56,56,47,47,49
S01009069,34,56,46,41,50,20,27,23,25
S01009070,18,52,42,37,43,23,24,33,19
S01009071,14,33,32,23,36,23,16,16,23
S01009072,40,46,27,32,28,22,12,24,23
S01009073,16,39,43,32,56,42,34,40,40
S01009074,17,34,41,21,42,51,31,35,60
S01009075,24,26,22,22,23,27,22,26,33
S01009076,43,79,58,67,50,53,38,51,49
S01009077,18,41,35,31,41,26,21,26,27
S01009078,53,95,79,68,41,34,30,40,26
S01009079,21,36,51,25,55,45,25,46,55
S01009080,24,53,53,23,57,50,56,42,66
S01009081,26,40,40,43,28,34,23,23,35
S01009082,34,91,92,77,72,64,64,69,77
S01009083,17,59,34,44,36,38,36,55,44
S01009084,48,110,76,44,71,44,39,39,29
S01009085,38,110,98,52,52,51,41,47,24
S01009086,18,54,40,34,41,36,21,35,33
S01009087,9,27,30,25,34,48,20,29,32
S01009088,73,101,76,45,48,45,34,30,48
S01009089,55,138,78,65,43,28,30,23,24
S01009090,133,430,216,127,107,85,96,69,64
S01009091,56,127,75,48,40,38,33,27,26
S01009092,46,137,98,64,73,55,56,50,55
S01009093,24,51,52,30,59,41,38,31,42
S01009094,30,93,37,16,28,19,24,16,25
S01009095,55,127,82,39,49,33,43,17,39
S01009096,43,162,88,41,46,36,31,27,27
S01009097,35,122,71,47,47,40,25,34,35
S01009098,24,82,34,22,19,13,12,12,10
S01009099,21,56,59,34,35,39,30,26,35
S01009100,23,39,33,43,53,47,50,37,54
S01009101,27,49,40,41,48,54,41,44,70
S01009102,16,35,31,29,51,57,40,60,67
S01009103,16,33,38,44,29,20,15,6,15
S01009104,17,45,31,34,29,36,32,28,44
S01009105,20,72,65,47,48,45,28,29,47
S01009106,19,32,36,32,37,27,30,27,39
S01009107,26,75,74,44,34,36,38,29,43
S01009108,27,61,53,33,33,27,20,51,24
S01009109,17,58,51,33,34,27,22,24,16
S01009110,12,53,37,26,27,32,27,23,26
S01009111,26,84,76,56,49,35,40,43,30
S01009112,28,45,41,29,31,13,28,25,18
S01009113,29,72,58,49,49,35,27,42,27
S01009114,33,54,37,43,44,58,60,51,61
S01009115,13,51,30,29,33,35,27,33,30
S01009116,12,29,34,30,21,19,16,20,18
S01009117,29,59,47,46,52,50,29,34,40
S01009118,23,74,58,39,42,26,34,21,22
S01009119,13,32,39,34,44,32,38,38,70
S01009120,10,35,27,39,42,33,29,34,41
S01009121,21,36,50,36,46,28,40,38,64
S01009122,192,474,325,178,153,96,98,111,89
S01009123,36,66,36,46,35,23,15,20,22
S01009124,20,39,39,32,31,30,23,24,31
S01009125,21,39,36,18,24,20,21,26,35
S01009126,9,22,17,13,29,29,12,35,62
S01009127,11,22,28,24,28,36,32,33,61
S01009128,8,27,27,21,23,37,27,36,58
S01009129,9,14,36,12,29,34,12,25,40
S01009130,19,42,35,31,34,31,26,39,41
S01009131,13,23,27,20,29,28,17,36,50
S01009132,33,72,72,56,35,36,42,39,41
S01009133,21,27,31,23,36,41,39,45,58
S01009134,30,72,69,49,46,28,25,53,45
S01009135,24,73,61,61,46,34,33,22,33
S01009136,39,79,71,44,33,22,28,34,19
S01009137,52,128,93,56,55,27,29,43,31
S01009138,37,118,72,54,41,24,33,31,40
S01009139,13,32,38,24,35,20,26,20,33
S01009140,17,45,46,35,42,39,29,32,50
S01009141,19,60,50,46,47,34,42,53,64
S01009142,19,38,45,39,54,42,45,42,78
S01009143,12,21,24,20,31,25,18,30,41
S01009144,44,129,102,82,58,56,48,54,60
S01009145,15,65,62,50,61,53,50,44,72
S01009146,21,55,48,47,50,41,38,42,75
S01009147,13,23,25,23,34,37,38,38,52
S01009148,13,31,37,27,48,39,27,44,52
S01009149,32,79,57,52,47,38,33,36,32
S01009150,1,10,11,11,6,7,5,19,26
S01009151,34,102,69,46,38,19,23,25,33
S01009152,16,51,41,23,29,35,26,22,40
S01009153,14,51,45,22,28,12,29,19,33
S01009154,54,133,91,55,43,27,40,29,30
S01009155,32,80,45,22,23,9,19,9,9
S01009156,35,99,43,33,21,15,25,15,11
S01009157,25,81,61,43,50,44,31,42,43
S01009158,17,32,37,24,26,34,31,21,39
S01009159,6,19,10,13,18,28,21,19,34
S01009160,17,27,17,30,32,35,36,41,38
S01009161,14,35,33,19,37,32,40,28,49
S01009162,17,33,40,24,39,46,33,41,49
S01009163,13,37,37,20,21,31,16,18,38
S01009164,23,28,31,39,53,43,49,50,64
S01009165,16,36,34,23,37,61,32,50,49
S01009166,19,23,25,25,43,35,27,25,68
S01009167,10,10,27,18,27,25,28,28,54
S01009168,28,58,40,37,29,29,18,21,30
S01009169,19,34,33,35,42,22,29,31,37
S01009170,11,33,39,34,28,45,36,47,41
S01009171,14,26,35,34,51,45,46,44,58
S01009172,40,130,50,31,26,16,24,10,11
S01009173,34,91,69,44,36,34,28,16,23
S01009174,33,100,52,30,19,16,14,12,13
S01009175,43,141,82,52,43,28,21,28,28
S01009176,58,139,76,59,53,34,21,24,29
S01009177,16,28,36,38,44,37,40,50,54
S01009178,15,27,38,38,38,44,28,40,57
S01009179,10,25,25,37,22,40,33,51,50
S01009180,24,58,52,62,67,50,46,68,100
S01009181,31,30,53,30,60,47,36,36,49
S01009182,50,84,83,65,61,41,36,42,38
S01009183,25,71,65,52,48,28,32,23,22
S01009184,23,50,55,31,57,28,40,44,60
S01009185,29,52,38,34,56,31,26,54,58
S01009186,38,61,57,34,56,42,39,25,50
S01009187,46,64,47,24,35,12,19,17,27
S01009188,42,72,56,50,55,44,28,59,56
S01009189,28,26,31,28,42,56,44,50,62
S01009190,86,200,164,98,79,60,47,53,48
S01009191,28,120,74,51,38,25,35,31,32
S01009192,21,49,49,41,44,35,27,23,43
S01009193,116,322,235,138,100,67,57,99,83
S01009194,39,95,48,45,32,24,20,13,24
S01009195,50,119,85,45,28,36,27,27,28
S01009196,24,58,49,27,30,36,20,21,24
S01009197,76,151,97,74,44,34,36,32,41
S01009198,21,72,47,33,31,24,23,21,36
S01009199,23,71,42,33,34,22,28,14,22
S01009200,83,287,179,104,78,56,67,54,58
S01009201,12,44,32,35,30,43,35,25,49
S01009202,24,70,41,29,26,21,15,22,16
S01009203,8,37,32,24,31,30,24,26,59
S01009204,33,74,62,32,45,41,39,51,58
S01009205,26,89,87,66,40,29,30,39,24
S01009206,27,96,66,63,29,25,18,28,21
S01009207,25,65,43,42,23,20,21,21,26
S01009208,18,61,43,31,30,33,20,19,30
S01009209,28,81,42,32,31,24,23,17,22
S01009210,22,59,28,33,18,19,10,10,25
S01009211,17,33,35,36,37,26,13,22,40
S01009212,13,29,47,35,56,34,35,30,58
S01009213,25,37,53,46,51,45,30,36,42
S01009214,39,79,78,59,54,47,50,39,51
S01009215,23,42,44,46,63,40,25,37,68
S01009216,36,47,51,48,58,45,44,50,48
S01009217,6,30,28,29,39,53,24,35,41
S01009218,23,57,45,41,43,38,31,36,39
S01009219,11,34,37,39,36,30,38,38,52
S01009220,11,26,24,28,22,20,22,22,36
S01009221,7,24,27,37,32,29,24,38,42
S01009222,12,28,28,23,24,16,18,33,42
S01009223,6,32,34,42,38,38,25,43,43
S01009224,12,38,31,48,36,33,38,49,49
S01009225,13,17,36,27,35,27,31,32,30
S01009226,17,36,44,47,40,39,30,49,81
S01009227,10,30,32,19,22,26,25,38,26
S01009228,8,26,32,23,36,16,23,26,53
S01009229,22,27,24,30,28,21,21,19,42
S01009230,12,29,31,33,19,24,14,22,31
S01009231,27,82,64,68,61,39,32,57,76
S01009232,11,18,14,22,21,18,34,39,58
S01009233,12,23,23,36,30,24,30,44,42
S01009234,12,27,40,39,57,38,62,76,110
S01009235,10,41,38,45,51,37,49,85,97
S01009236,17,38,44,24,17,19,20,15,37
S01009237,36,94,66,41,41,24,24,37,33
S01009238,11,23,27,48,36,38,37,43,44
S01009239,22,36,42,49,33,37,55,40,68
S01009240,9,24,26,30,26,23,33,48,42
S01009241,17,28,46,39,35,48,31,65,76
S01009242,19,43,44,44,31,48,31,37,38
S01009243,34,35,66,42,61,50,48,69,60
S01009244,29,84,85,39,47,18,19,36,30
S01009245,29,58,59,49,38,35,22,32,30
S01009246,17,42,44,44,50,31,37,49,43
S01009247,29,61,66,63,55,54,40,67,83
S01009248,28,46,46,27,29,35,21,41,32
S01009249,12,46,42,35,43,43,37,38,57
S01009250,19,21,36,29,27,34,28,32,48
S01009251,13,37,28,22,20,13,22,29,29
S01009252,29,56,38,21,25,17,21,17,20
S01009253,16,32,24,24,25,12,21,30,38
S01009254,15,38,39,28,32,34,34,51,66
S01009255,19,60,35,32,31,35,33,54,78
S01009256,20,38,35,18,32,17,20,24,20
S01009257,29,79,41,28,51,17,29,31,36
S01009258,78,138,99,67,59,33,29,39,32
S01009259,53,92,62,44,43,38,22,38,43
S01009260,38,86,68,58,54,40,40,58,83
S01009261,16,45,30,29,31,23,17,39,68
S01009262,7,20,20,23,32,41,25,40,50
S01009263,49,148,119,65,65,44,37,35,52
S01009264,26,42,34,23,19,12,23,23,20
S01009265,29,61,57,51,56,67,35,48,57
S01009266,23,50,57,28,48,37,20,40,49
S01009267,23,66,58,34,51,50,26,28,34
S01009268,49,73,62,58,92,85,56,42,70
S01009269,17,24,30,25,58,45,40,45,65
S01009270,10,24,31,17,40,39,53,26,43
S01009271,30,72,83,26,59,37,46,27,28
S01009272,12,19,29,27,55,38,49,36,63
S01009273,15,70,29,17,20,12,10,7,13
S01009274,29,57,44,24,32,25,19,16,26
S01009275,52,92,59,46,68,33,37,19,50
S01009276,52,88,59,24,49,27,33,17,30
S01009277,72,160,110,75,89,40,51,31,41
S01009278,32,81,54,26,26,26,25,20,23
S01009279,42,106,80,18,52,33,21,29,31
S01009280,15,26,37,37,70,55,35,41,77
S01009281,12,32,37,33,43,42,33,39,59
S01009282,37,85,53,35,48,32,18,23,36
S01009283,29,57,43,40,38,26,22,20,36
S01009284,35,99,51,51,39,27,44,25,25
S01009285,44,71,61,37,51,40,43,31,21
S01009286,31,66,44,37,34,27,32,15,31
S01009287,41,84,58,30,23,15,18,7,19
S01009288,49,125,68,28,44,37,37,21,34
S01009289,43,103,60,35,45,23,15,16,23
S01009290,30,73,44,30,24,16,21,12,17
S01009291,33,93,63,40,49,34,26,16,24
S01009292,9,28,39,22,34,31,33,19,36
S01009293,37,70,50,41,33,22,23,15,31
S01009294,45,85,68,45,40,21,29,28,31
S01009295,8,52,48,31,40,26,29,17,16
S01009296,18,48,47,26,22,9,17,15,16
S01009297,35,125,67,32,39,22,26,21,30
S01009298,26,58,40,32,34,47,46,24,58
S01009299,48,139,102,42,60,55,55,30,81
S01009300,26,64,34,27,21,30,36,13,34
S01009301,30,107,90,48,47,48,51,43,80
S01009302,20,48,40,24,48,31,47,34,54
S01009303,33,103,63,35,28,23,24,21,51
S01009304,37,91,72,51,48,46,39,35,69
S01009305,21,70,67,33,29,43,43,27,43
S01009306,44,159,100,50,58,62,59,39,87
S01009307,67,125,111,47,56,37,57,45,106
S01009308,32,75,40,26,33,24,11,19,43
S01009309,34,126,58,53,40,25,41,19,45
S01009310,34,88,54,43,37,24,28,26,38
S01009311,18,38,23,32,47,36,38,29,61
S01009312,23,95,62,35,50,36,40,25,56
S01009313,16,29,32,18,32,22,30,24,44
S01009314,20,63,35,28,30,18,36,29,22
S01009315,14,43,36,24,36,26,34,18,40
S01009316,37,113,64,36,16,19,30,17,29
S01009317,32,102,73,47,37,23,28,12,32
S01009318,23,87,55,30,25,15,18,15,8
S01009319,34,100,79,43,29,32,33,16,30
S01009320,27,75,58,33,31,24,24,17,24
S01009321,32,55,42,27,26,17,19,10,14
S01009322,30,69,48,20,31,33,23,20,28
S01009323,25,43,46,26,43,32,26,17,31
S01009324,14,30,38,29,43,21,28,23,36
S01009325,29,90,65,37,37,19,23,22,28
S01009326,22,66,44,23,22,25,19,14,28
S01009327,22,72,49,28,32,27,25,14,27
S01009328,52,163,106,49,26,33,36,24,29
S01009329,99,310,191,109,68,64,74,50,84
S01009330,30,47,34,29,21,24,32,18,33
S01009331,136,368,234,108,109,87,76,62,99
S01009332,45,169,87,48,44,32,40,40,42
S01009333,20,55,53,39,47,56,76,62,104
S01009334,12,24,38,22,34,32,40,24,49
S01009335,23,53,43,43,37,46,57,40,74
S01009336,18,12,24,21,28,38,47,22,57
S01009337,20,39,37,35,35,33,34,24,64
S01009338,33,68,50,35,61,42,68,43,79
S01009339,22,36,41,29,35,50,59,37,86
S01009340,19,38,29,26,33,43,44,36,44
S01009341,21,34,26,23,43,40,35,24,47
S01009342,16,36,33,25,46,52,37,35,53
S01009343,22,46,28,26,34,42,34,28,33
S01009344,13,44,21,36,41,36,40,33,52
S01009345,30,70,56,57,51,54,62,41,58
S01009346,45,106,74,31,22,32,35,21,28
S01009347,44,110,65,32,26,12,32,15,21
S01009348,31,76,49,34,27,15,16,16,29
S01009349,45,158,58,46,41,16,20,21,25
S01009350,31,64,59,37,30,21,37,19,33
S01009351,22,93,45,26,19,31,23,20,37
S01009352,41,157,84,38,33,25,32,18,21
