Data Zone 2011,All occupied households
S01012492,481
S01012493,188
S01012494,378
S01012495,454
S01012496,303
S01012497,210
S01012498,359
S01012499,263
S01012500,255
S01012501,245
S01012502,337
S01012503,285
S01012504,331
S01012505,513
S01012506,307
S01012507,437
S01012508,433
S01012509,251
S01012510,422
S01012511,246
S01012512,194
S01012513,221
S01012514,413
S01012515,342
S01012516,348
S01012517,501
S01012518,271
S01012519,272
S01012520,332
S01012521,247
S01012522,400
S01012523,352
S01012524,458
S01012525,334
S01012526,341
S01012527,314
S01012528,336
S01012529,267
S01012530,398
S01012531,440
S01012532,442
S01012533,253
S01012534,289
S01012535,361
S01012536,355
S01012537,318
S01012538,504
S01012539,276
S01012540,302
S01012541,487
S01012542,565
S01012543,294
S01012544,358
S01012545,213
S01012546,352
S01012547,293
S01012548,821
S01012549,223
S01012550,346
S01012551,317
S01012552,390
S01012553,384
S01012554,191
S01012555,214
S01012556,213
S01012557,278
S01012558,284
S01012559,426
S01012560,264
S01012561,364
S01012562,424
S01012563,321
S01012564,292
S01012565,360
S01012566,459
S01012567,520
S01012568,248
S01012569,397
S01012570,209
S01012571,354
S01012572,206
S01012573,372
S01012574,382
S01012575,303
S01012576,352
S01012577,554
S01012578,449
S01012579,338
S01012580,356
S01012581,301
S01012582,418
S01012583,338
S01012584,356
S01012585,401
S01012586,319
S01012587,341
S01012588,270
S01012589,282
S01012590,375
S01012591,348
S01012592,281
S01012593,359
S01012594,217
S01012595,284
S01012596,305
S01012597,185
S01012598,301
S01012599,318
S01012600,309
S01012601,382
S01012602,351
S01012603,321
S01012604,279
S01012605,243
S01012606,278
S01012607,332
S01012608,369
S01012609,375
S01012610,469
S01012611,492
S01012612,297
S01012613,277
S01012614,506
S01012615,351
S01012616,413
S01012617,352
S01012618,216
S01012619,298
S01012620,344
S01012621,275
S01012622,342
S01012623,323
S01012624,345
S01012625,259
S01012626,223
S01012627,268
S01012628,465
S01012629,212
S01012630,538
S01012631,319
S01012632,326
S01012633,276
S01012634,336
S01012635,520
S01012636,308
S01012637,319
S01012638,413
S01012639,380
S01012640,407
S01012641,484
S01012642,375
S01012643,197
S01012644,305
S01012645,376
S01012646,408
S01012647,248
S01012648,227
S01012649,253
S01012650,320
S01012651,333
S01012652,451
S01012653,383
S01012654,584
S01012655,440
S01012656,384
S01012657,267
S01012658,412
S01012659,359
S01012660,341
S01012661,365
S01012662,413
S01012663,299
S01012664,473
S01012665,348
S01012666,317
S01012667,285
S01012668,322
S01012669,264
S01012670,298
S01012671,394
S01012672,386
S01012673,252
S01012674,245
S01012675,390
S01012676,302
S01012677,273
S01012678,338
S01012679,361
S01012680,222
S01012681,405
S01012682,303
S01012683,330
S01012684,229
S01012685,321
S01012686,426
S01012687,241
S01012688,450
S01012689,195
S01012690,197
S01012691,283
S01012692,336
S01012693,402
S01012694,190
S01012695,321
S01012696,347
S01012697,393
S01012698,385
S01012699,570
S01012700,316
S01012701,523
S01012702,487
S01012703,202
S01012704,325
S01012705,249
S01012706,310
S01012707,293
S01012708,291
S01012709,295
S01012710,354
S01012711,456
S01012712,314
S01012713,334
S01012714,279
S01012715,361
S01012716,380
S01012717,659
S01012718,458
S01012719,547
S01012720,277
S01012721,283
S01012722,387
S01012723,364
S01012724,395
S01012725,467
S01012726,265
S01012727,256
S01012728,326
S01012729,340
S01012730,261
S01012731,324
S01012732,277
S01012733,872
S01012734,192
S01012735,215
S01012736,387
S01012737,315
S01012738,251
S01012739,292
S01012740,329
S01012741,262
S01012742,274
S01012743,231
S01012744,268
S01012745,438
S01012746,301
S01012747,338
S01012748,358
S01012749,383
S01012750,389
S01012751,414
S01012752,331
S01012753,215
S01012754,268
S01012755,251
S01012756,261
S01012757,204
S01012758,272
S01012759,357
S01012760,426
S01012761,354
S01012762,298
S01012763,189
S01012764,335
S01012765,290
S01012766,364
S01012767,221
S01012768,292
S01012769,145
S01012770,413
S01012771,295
S01012772,286
S01012773,416
S01012774,418
S01012775,208
S01012776,309
S01012777,390
S01012778,282
S01012779,228
S01012780,318
S01012781,414
S01012782,257
S01012783,326
S01012784,345
S01012785,370
S01012786,365
S01012787,218
S01012788,272
S01012789,331
S01012790,315
S01012791,336
S01012792,486
S01012793,364
S01012794,395
S01012795,450
S01012796,326
S01012797,286
S01012798,457
S01012799,424
S01012800,387
S01012801,249
S01012802,208
S01012803,258
S01012804,330
S01012805,365
S01012806,333
S01012807,229
S01012808,905
S01012809,341
S01012810,433
S01012811,387
S01012812,284
S01012813,406
S01012814,335
S01012815,338
S01012816,231
S01012817,175
S01012818,275
S01012819,356
S01012820,1554
S01012821,264
S01012822,233
S01012823,283
S01012824,267
S01012825,252
S01012826,226
S01012827,238
S01012828,361
S01012829,341
S01012830,320
S01012831,340
S01012832,253
S01012833,318
S01012834,309
S01012835,428
S01012836,236
S01012837,292
S01012838,368
S01012839,289
S01012840,309
S01012841,251
S01012842,213
S01012843,350
S01012844,253
S01012845,340
S01012846,513
S01012847,271
S01012848,254
S01012849,356
S01012850,329
S01012851,380
S01012852,299
S01012853,342
S01012854,371
S01012855,265
S01012856,712
S01012857,456
S01012858,446
S01012859,542
S01012860,391
S01012861,319
S01012862,299
S01012863,473
S01012864,435
S01012865,414
S01012866,393
S01012867,404
S01012868,303
S01012869,251
S01012870,448
S01012871,385
S01012872,329
S01012873,325
S01012874,390
S01012875,271
S01012876,478
S01012877,330
S01012878,560
S01012879,332
S01012880,380
S01012881,421
S01012882,225
S01012883,293
S01012884,269
S01012885,332
S01012886,346
S01012887,358
S01012888,333
S01012889,387
S01012890,345
S01012891,205
S01012892,636
S01012893,347
S01012894,829
S01012895,506
S01012896,460
S01012897,445
S01012898,178
S01012899,302
S01012900,1221
S01012901,356
S01012902,343
S01012903,382
S01012904,430
S01012905,268
S01012906,451
S01012907,463
S01012908,354
S01012909,275
S01012910,477
S01012911,363
S01012912,343
S01012913,414
S01012914,385
S01012915,507
S01012916,342
S01012917,263
S01012918,263
S01012919,201
S01012920,250
S01012921,323
S01012922,547
S01012923,303
S01012924,223
S01012925,199
S01012926,312
S01012927,336
S01012928,426
S01012929,334
S01012930,414
S01012931,572
S01012932,210
S01012933,381
S01012934,388
S01012935,362
S01012936,391
S01012937,300
S01012938,310
S01012939,222
S01012940,269
S01012941,271
S01012942,355
S01012943,282
S01012944,194
S01012945,360
S01012946,325
S01012947,151
S01012948,247
S01012949,296
S01012950,293
S01012951,354
S01012952,469
S01012953,285
S01012954,173
S01012955,427
S01012956,448
S01012957,275
S01012958,235
S01012959,227
S01012960,229
S01012961,235
S01012962,235
S01012963,252
S01012964,218
S01012965,256
S01012966,501
S01012967,177
S01012968,250
S01012969,330
S01012970,241
S01012971,301
S01012972,326
S01012973,344
S01012974,545
S01012975,269
S01012976,253
S01012977,278
S01012978,306
S01012979,242
S01012980,311
S01012981,328
S01012982,369
S01012983,324
S01012984,274
S01012985,320
S01012986,444
S01012987,343
S01012988,439
S01012989,448
S01012990,288
S01012991,378
S01012992,366
S01012993,355
S01012994,509
S01012995,334
S01012996,241
S01012997,202
S01012998,404
S01012999,212
S01013000,321
S01013001,135
S01013002,225
S01013003,230
S01013004,288
S01013005,401
S01013006,138
S01013007,452
S01013008,399
S01013009,271
S01013010,289
S01013011,269
S01013012,289
S01013013,398
S01013014,370
S01013015,322
S01013016,231
S01013017,391
S01013018,390
S01013019,378
S01013020,230
S01013021,193
S01013022,207
S01013023,343
S01013024,229
S01013025,463
S01013026,399
S01013027,406
S01013028,206
S01013029,288
S01013030,245
S01013031,282
S01013032,301
S01013033,323
S01013034,294
S01013035,306
S01013036,284
S01013037,285
S01013038,449
S01013039,179
S01013040,334
S01013041,265
S01013042,326
S01013043,286
S01013044,297
S01013045,291
S01013046,220
S01013047,352
S01013048,360
S01013049,392
S01013050,378
S01013051,429
S01013052,412
S01013053,368
S01013054,249
S01013055,336
S01013056,559
S01013057,425
S01013058,253
S01013059,548
S01013060,230
S01013061,395
S01013062,411
S01013063,362
S01013064,385
S01013065,410
S01013066,372
S01013067,400
S01013068,428
S01013069,389
S01013070,249
S01013071,380
S01013072,288
S01013073,607
S01013074,471
S01013075,481
S01013076,197
S01013077,339
S01013078,258
S01013079,390
S01013080,334
S01013081,429
S01013082,397
S01013083,236
S01013084,312
S01013085,208
S01013086,446
S01013087,340
S01013088,377
S01013089,441
S01013090,366
S01013091,338
S01013092,440
S01013093,215
S01013094,226
S01013095,250
S01013096,217
S01013097,390
S01013098,216
S01013099,435
S01013100,280
S01013101,466
S01013102,280
S01013103,346
S01013104,373
S01013105,404
S01013106,368
S01013107,506
S01013108,284
S01013109,528
S01013110,256
S01013111,180
S01013112,255
S01013113,370
S01013114,380
S01013115,328
S01013116,372
S01013117,262
S01013118,235
S01013119,351
S01013120,460
S01013121,163
S01013122,83
S01013123,554
S01013124,298
S01013125,405
S01013126,347
S01013127,383
S01013128,488
S01013129,596
S01013130,361
S01013131,310
S01013132,322
S01013133,513
S01013134,367
S01013135,436
S01013136,375
S01013137,300
S01013138,491
S01013139,345
S01013140,287
S01013141,482
S01013142,534
S01013143,346
S01013144,409
S01013145,331
S01013146,204
S01013147,377
S01013148,354
S01013149,396
S01013150,394
S01013151,221
S01013152,368
S01013153,397
S01013154,414
S01013155,374
S01013156,331
S01013157,437
S01013158,265
S01013159,247
S01013160,301
S01013161,479
S01013162,398
S01013163,234
S01013164,444
S01013165,410
S01013166,446
S01013167,440
S01013168,386
S01013169,438
S01013170,205
S01013171,225
S01013172,309
S01013173,355
S01013174,279
S01013175,372
S01013176,328
S01013177,275
S01013178,348
S01013179,346
S01013180,168
S01013181,312
S01013182,342
S01013183,317
S01013184,164
S01013185,314
S01013186,269
S01013187,318
S01013188,444
S01013189,189
S01013190,376
S01013191,492
S01013192,387
S01013193,569
S01013194,268
S01013195,832
S01013196,348
S01013197,305
S01013198,582
S01013199,518
S01013200,329
S01013201,383
S01013202,262
S01013203,353
S01013204,290
S01013205,275
S01013206,282
S01013207,502
S01013208,427
S01013209,419
S01013210,308
S01013211,404
S01013212,190
S01013213,206
S01013214,152
S01013215,606
S01013216,190
S01013217,287
S01013218,217
S01013219,199
S01013220,247
S01013221,369
S01013222,303
S01013223,563
S01013224,376
S01013225,306
S01013226,202
S01013227,323
S01013228,411
S01013229,368
S01013230,286
S01013231,312
S01013232,339
S01013233,284
S01013234,139
S01013235,359
S01013236,409
S01013237,341
S01013238,472
S01013239,378
S01013240,245
S01013241,350
S01013242,257
S01013243,295
S01013244,333
S01013245,401
S01013246,238
S01013247,337
S01013248,293
S01013249,186
S01013250,507
S01013251,318
S01013252,197
S01013253,319
S01013254,288
S01013255,356
S01013256,361
S01013257,415
S01013258,306
S01013259,335
S01013260,381
S01013261,351
S01013262,272
S01013263,196
S01013264,164
S01013265,206
S01013266,188
S01013267,238
S01013268,289
S01013269,739
S01013270,276
S01013271,243
S01013272,258
S01013273,330
S01013274,348
S01013275,252
S01013276,235
S01013277,365
S01013278,369
S01013279,266
S01013280,254
S01013281,360
S01013282,346
S01013283,438
S01013284,304
S01013285,268
S01013286,290
S01013287,282
S01013288,325
S01013289,474
S01013290,342
S01013291,249
S01013292,595
S01013293,273
S01013294,273
S01013295,325
S01013296,292
S01013297,310
S01013298,1082
S01013299,447
S01013300,349
S01013301,243
S01013302,332
S01013303,376
S01013304,435
S01013305,349
S01013306,494
S01013307,441
S01013308,389
S01013309,332
S01013310,245
S01013311,327
S01013312,519
S01013313,274
S01013314,335
S01013315,254
S01013316,254
S01013317,338
S01013318,245
S01013319,209
S01013320,356
S01013321,228
S01013322,268
S01013323,419
S01013324,279
S01013325,446
S01013326,210
S01013327,266
S01013328,236
S01013329,231
S01013330,450
S01013331,245
S01013332,285
S01013333,329
S01013334,316
S01013335,294
S01013336,342
S01013337,369
S01013338,167
S01013339,239
S01013340,332
S01013341,457
S01013342,319
S01013343,275
S01013344,352
S01013345,336
S01013346,287
S01013347,342
S01013348,317
S01013349,375
S01013350,286
S01013351,283
S01013352,330
S01013353,306
S01013354,331
S01013355,271
S01013356,308
S01013357,479
S01013358,374
S01013359,295
S01013360,300
S01013361,259
S01013362,205
S01013363,379
S01013364,405
S01013365,449
S01013366,341
S01013367,170
S01013368,304
S01013369,424
S01013370,355
S01013371,327
S01013372,581
S01013373,452
S01013374,447
S01013375,214
S01013376,265
S01013377,396
S01013378,412
S01013379,325
S01013380,1266
S01013381,191
S01013382,223
S01013383,382
S01013384,376
S01013385,208
S01013386,302
S01013387,259
S01013388,401
S01013389,329
S01013390,206
S01013391,166
S01013392,287
S01013393,337
S01013394,284
S01013395,301
S01013396,263
S01013397,370
S01013398,184
S01013399,395
S01013400,435
S01013401,1283
S01013402,457
S01013403,379
S01013404,220
S01013405,291
S01013406,284
S01013407,261
S01013408,289
S01013409,414
S01013410,298
S01013411,334
S01013412,333
S01013413,338
S01013414,462
S01013415,377
S01013416,273
S01013417,438
S01013418,255
S01013419,188
S01013420,256
S01013421,271
S01013422,311
S01013423,381
S01013424,179
S01013425,148
S01013426,337
S01013427,193
S01013428,354
S01013429,307
S01013430,362
S01013431,303
S01013432,321
S01013433,307
S01013434,238
S01013435,223
S01013436,336
S01013437,302
S01013438,283
S01013439,357
S01013440,382
S01013441,324
S01013442,330
S01013443,302
S01013444,553
S01013445,244
S01013446,332
S01013447,185
S01013448,364
S01013449,266
S01013450,248
S01013451,294
S01013452,329
S01013453,366
S01013454,344
S01013455,774
S01013456,371
S01013457,380
S01013458,528
S01013459,414
S01013460,361
S01013461,441
S01013462,356
S01013463,416
S01013464,324
S01013465,311
S01013466,134
S01013467,367
S01013468,334
S01013469,321
S01013470,332
S01013471,385
S01013472,250
S01013473,212
S01013474,212
S01013475,259
S01013476,256
S01013477,301
S01013478,355
S01013479,410
S01013480,303
S01013481,393
,
,
Cells in this table have been randomly adjusted to avoid the release of confidential data.,
