Intermediate Zone - Data Zone 2011,Mainly work from home,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,Other - No fixed place of work or working outside the UK
S01006833,66,21,3,1,18,61,2,0,6,16
S01006834,79,23,9,6,47,49,7,5,6,29
S01006835,104,64,10,2,37,73,6,1,7,42
S01006836,83,38,1,3,43,75,6,0,5,39
S01006837,64,27,11,0,24,59,2,3,5,30
S01006838,96,34,27,5,35,74,9,0,8,50
S01006839,116,18,31,41,124,7,0,3,9,62
S01006840,178,12,26,50,184,10,5,5,6,70
S01006841,106,8,33,23,161,8,9,2,7,57
S01006842,88,27,20,54,77,8,1,4,3,58
S01006843,114,37,23,66,97,4,1,0,3,56
S01006844,93,35,12,45,79,7,7,1,5,44
S01006845,98,33,23,71,135,5,3,7,8,69
S01006846,58,34,19,39,66,6,2,1,0,29
S01006847,87,19,11,44,69,8,4,1,3,61
S01006848,313,24,90,217,106,13,4,7,14,124
S01006849,326,69,39,281,169,20,6,9,13,146
S01006850,122,55,24,119,70,2,2,6,4,72
S01006851,92,52,11,55,61,4,1,12,6,56
S01006852,93,4,19,28,48,1,0,3,6,34
S01006853,182,3,11,81,113,4,2,1,12,69
S01006854,126,9,3,38,128,7,1,4,4,69
S01006855,144,5,12,39,117,51,3,1,2,65
S01006856,123,3,15,42,115,27,4,3,1,42
S01006857,235,6,15,53,165,46,2,3,5,92
S01006858,121,12,4,9,77,69,3,2,11,50
S01006859,137,50,12,7,37,97,2,2,6,43
S01006860,55,40,11,2,16,38,2,0,3,32
S01006861,92,25,17,3,31,83,1,3,5,33
S01006862,85,46,7,3,30,86,4,1,3,45
S01006863,76,53,20,8,41,58,2,1,3,46
S01006864,100,32,29,5,32,86,1,3,5,60
S01006865,137,70,31,7,28,98,5,4,14,49
S01006866,63,38,5,0,17,45,4,0,3,25
S01006867,85,27,22,1,22,48,2,1,6,21
S01006868,99,74,12,7,28,76,2,3,5,60
S01006869,74,10,6,20,22,22,31,1,4,31
S01006870,60,16,0,10,36,29,32,0,2,30
S01006871,87,11,4,15,32,46,33,0,7,65
S01006872,202,27,36,16,85,140,1,3,14,67
S01006873,155,6,19,32,25,73,13,0,6,52
S01006874,113,11,8,11,37,28,30,5,5,62
S01006875,81,31,5,40,26,17,14,32,10,67
S01006876,182,14,12,45,56,33,56,3,7,79
S01006877,176,6,5,29,34,41,42,22,16,100
S01006878,123,10,5,8,60,20,20,49,3,48
S01006879,140,13,23,25,35,13,12,32,5,69
S01006880,130,2,4,18,88,79,1,2,3,60
S01006881,120,5,4,21,36,42,28,4,0,47
S01006882,32,22,4,4,17,11,25,2,3,25
S01006883,49,22,8,1,7,29,24,1,4,34
S01006884,117,43,14,4,24,52,61,9,4,72
S01006885,163,47,18,6,39,85,95,20,11,87
S01006886,172,11,13,23,91,102,21,0,4,65
S01006887,122,36,18,7,16,46,55,5,7,59
S01006888,168,3,20,21,68,35,72,10,1,81
S01006889,71,29,4,75,35,49,2,4,0,57
S01006890,83,10,4,32,47,57,3,2,3,27
S01006891,141,40,7,79,64,66,2,10,6,54
S01006892,82,21,8,47,25,36,1,3,1,36
S01006893,58,23,6,38,28,21,2,2,4,36
S01006894,96,69,18,34,46,66,2,5,3,38
S01006895,72,73,21,17,38,44,6,8,3,67
S01006896,86,75,26,20,29,55,3,3,4,61
S01006897,74,64,15,23,51,42,1,1,3,42
S01006898,89,47,48,11,37,52,1,8,0,52
S01006899,85,23,31,26,52,43,0,3,3,45
S01006900,54,24,18,11,33,47,1,2,3,42
S01006901,62,52,22,19,26,42,2,6,1,38
S01006902,68,54,11,16,38,34,2,6,2,47
S01006903,98,27,77,16,63,42,1,0,8,56
S01006904,78,31,26,17,39,33,2,3,2,47
S01006905,91,50,22,26,59,50,0,2,5,49
S01006906,77,65,16,28,33,33,4,1,0,52
S01006907,97,87,16,26,39,47,3,7,2,72
S01006908,94,91,18,21,41,56,4,3,1,57
S01006909,178,37,70,28,89,107,3,6,8,76
S01006910,173,17,17,48,87,96,3,9,11,75
S01006911,124,26,13,20,71,75,2,5,5,49
S01006912,148,18,57,25,82,70,0,4,9,65
S01006913,399,55,113,88,223,296,18,15,9,205
S01006914,114,3,8,54,28,85,12,3,4,62
S01006915,153,5,3,47,44,71,38,8,5,73
S01006916,82,19,4,34,67,10,3,3,0,30
S01006917,154,21,9,64,188,40,5,4,2,65
S01006918,74,6,7,28,66,15,2,3,0,29
S01006919,57,7,6,41,42,5,1,4,3,25
S01006920,50,8,11,26,74,8,3,2,5,31
S01006921,124,9,15,44,140,21,4,4,4,60
S01006922,105,16,19,53,95,21,2,0,0,49
S01006923,106,15,26,24,93,25,0,4,2,44
S01006924,101,3,7,32,72,12,5,12,3,52
S01006925,52,8,12,35,48,0,0,1,2,26
S01006926,131,17,15,68,110,6,0,9,3,53
S01006927,202,12,26,98,166,8,0,8,1,84
S01006928,171,23,27,108,163,15,5,5,9,100
S01006929,128,17,28,71,73,3,0,8,3,41
S01006930,107,37,12,63,75,4,1,1,4,55
S01006931,35,4,20,16,61,4,1,1,3,27
S01006932,205,29,63,72,193,11,0,5,6,65
S01006933,79,46,9,38,53,6,1,1,3,21
S01006934,185,5,82,73,147,8,1,10,5,82
S01006935,72,33,10,40,60,7,0,3,1,41
S01006936,84,38,5,66,50,9,4,2,1,22
S01006937,98,42,5,60,91,3,1,6,3,48
S01006938,34,29,5,31,65,2,1,0,0,25
S01006939,89,32,7,44,61,1,3,3,5,36
S01006940,97,66,11,73,86,3,2,9,1,54
S01006941,71,33,6,41,71,5,1,0,0,46
S01006942,133,33,42,49,114,5,0,4,7,56
S01006943,114,23,22,36,114,5,2,1,2,33
S01006944,190,23,52,73,184,10,1,4,4,84
S01006945,57,24,14,28,49,5,5,4,2,19
S01006946,92,1,2,44,112,7,3,2,3,57
S01006947,122,8,3,48,182,7,6,1,5,66
S01006948,121,8,3,59,147,13,5,4,2,64
S01006949,106,1,18,47,105,7,2,4,1,46
S01006950,134,1,10,83,139,10,4,5,6,75
S01006951,59,12,4,23,84,6,1,2,2,31
S01006952,140,12,26,98,91,2,7,6,3,82
S01006953,116,13,9,40,152,1,7,4,3,54
S01006954,116,8,26,133,78,3,8,4,2,70
S01006955,69,12,1,26,110,6,9,0,1,39
S01006956,152,24,2,51,226,9,10,6,5,78
S01006957,158,7,12,70,200,10,12,6,0,78
S01006958,175,85,12,9,45,219,16,5,4,85
S01006959,62,38,9,6,22,92,6,3,2,39
S01006960,131,49,20,10,28,172,9,5,3,83
S01006961,127,54,25,10,34,174,17,6,8,74
S01006962,77,51,25,7,40,104,11,4,3,55
S01006963,77,23,19,8,41,73,7,0,0,48
S01006964,97,35,23,11,34,91,6,2,4,65
S01006965,40,24,12,5,28,45,4,2,4,32
S01006966,64,29,42,11,20,69,0,2,1,45
S01006967,64,25,41,7,24,103,7,0,2,48
S01006968,40,20,12,1,12,65,2,1,1,32
S01006969,128,47,29,8,19,106,9,4,3,61
S01006970,93,24,8,4,17,112,9,1,1,42
S01006971,52,20,13,2,15,65,7,4,1,31
S01006972,138,5,6,30,126,27,6,3,1,66
S01006973,121,7,1,20,83,105,3,6,4,56
S01006974,148,15,3,20,75,126,8,4,6,67
S01006975,202,10,6,37,60,83,53,9,9,102
S01006976,80,5,17,19,12,63,12,0,2,37
S01006977,126,11,25,19,39,87,28,8,5,61
S01006978,182,17,7,12,58,65,77,1,10,71
S01006979,149,24,11,37,81,96,23,1,7,84
S01006980,146,10,15,47,41,89,19,2,8,71
S01006981,120,11,7,25,134,32,9,2,1,72
S01006982,139,9,2,28,116,100,7,6,4,81
S01006983,89,22,5,33,68,64,4,2,0,54
S01006984,146,5,7,42,164,52,9,4,6,63
S01006985,130,59,4,61,61,66,14,6,3,73
S01006986,112,40,2,34,41,89,6,3,3,65
S01006987,82,22,4,28,33,58,3,6,10,40
S01006988,83,11,5,26,39,39,8,2,0,36
S01006989,210,11,25,95,62,108,37,2,2,106
S01006990,136,25,7,34,53,122,8,5,3,74
S01006991,43,9,5,12,52,33,13,3,0,36
S01006992,109,3,13,19,41,58,30,1,0,45
S01006993,99,6,7,13,31,22,33,18,4,43
S01006994,74,5,5,14,46,28,54,2,2,50
S01006995,171,10,10,18,71,51,43,18,4,85
S01006996,131,14,6,13,94,52,59,29,6,98
S01006997,146,9,10,12,72,49,39,6,5,61
S01006998,232,27,16,10,112,42,108,21,4,119
S01006999,148,5,11,21,49,45,40,51,3,96
S01007000,128,29,10,3,84,36,65,10,4,77
S01007001,139,63,5,4,91,42,63,9,5,78
S01007002,93,40,25,8,16,14,32,29,5,63
S01007003,103,14,21,36,19,34,8,22,2,54
S01007004,148,12,5,9,50,37,30,45,5,70
S01007005,160,4,40,21,32,41,55,25,9,65
S01007006,136,18,8,26,49,36,17,40,4,97
S01007007,164,15,13,56,34,17,16,27,5,79
S01007008,114,161,2,6,27,6,20,46,6,87
S01007009,94,120,6,8,19,27,36,60,1,74
S01007010,79,100,4,1,8,21,21,34,5,44
S01007011,67,149,0,1,16,11,32,30,1,66
S01007012,57,93,2,0,26,15,29,23,0,38
S01007013,103,17,34,9,15,17,18,15,1,59
S01007014,173,39,57,31,39,37,29,67,2,113
S01007015,109,2,7,23,41,23,26,42,5,70
S01007016,111,2,14,44,15,24,19,15,1,70
S01007017,86,128,10,23,21,26,16,58,6,95
S01007018,94,94,17,9,24,29,11,25,2,81
S01007019,45,65,9,16,9,16,7,32,2,57
S01007020,70,81,2,15,14,21,20,35,4,45
S01007021,72,110,13,11,37,24,11,33,4,66
S01007022,38,46,3,2,20,13,20,12,0,31
S01007023,72,2,22,24,23,15,7,4,7,57
S01007024,177,13,20,32,103,10,18,25,13,81
S01007025,68,43,18,24,51,25,9,20,24,81
S01007026,82,44,13,22,59,28,4,12,21,92
S01007027,107,33,65,26,20,19,4,19,28,111
S01007028,166,19,69,49,39,26,25,22,26,140
S01007029,121,6,4,34,33,9,13,20,4,55
S01007030,74,28,6,19,107,11,16,30,4,85
S01007031,77,15,0,6,69,5,9,31,7,53
S01007032,94,70,37,5,47,9,17,23,11,81
S01007033,58,54,34,7,27,7,10,19,16,60
S01007034,40,47,31,3,25,9,11,14,7,48
S01007035,82,81,37,11,47,13,9,19,25,86
S01007036,73,91,23,7,27,17,9,26,15,82
S01007037,89,75,61,20,42,15,6,22,13,92
S01007038,57,40,44,12,35,12,10,15,15,69
S01007039,93,79,57,13,37,16,13,24,21,140
S01007040,63,37,39,10,34,8,3,8,5,75
S01007041,89,56,40,9,27,7,7,20,9,78
S01007042,83,23,4,57,32,33,22,34,4,96
S01007043,169,19,25,57,35,18,20,20,17,73
S01007044,71,16,7,12,54,19,11,26,12,76
S01007045,129,12,13,23,66,17,13,31,11,68
S01007046,61,2,3,13,77,24,10,22,3,44
S01007047,112,9,17,8,52,23,12,22,3,59
S01007048,151,6,12,31,42,26,19,25,8,98
S01007049,80,35,10,23,87,40,2,34,2,84
S01007050,80,18,9,6,49,49,15,30,5,56
S01007051,79,25,10,22,50,65,17,21,6,70
S01007052,139,14,27,15,136,10,18,53,5,123
S01007053,92,13,12,18,31,26,27,13,4,49
S01007054,107,40,7,30,92,47,8,43,6,73
S01007055,111,13,13,27,50,18,4,27,8,52
S01007056,125,8,11,5,37,46,24,22,5,67
S01007057,54,20,5,7,59,5,14,15,4,36
S01007058,33,17,3,5,62,2,21,15,0,42
S01007059,120,55,12,17,126,7,30,41,4,82
S01007060,40,27,13,5,55,2,13,21,2,34
S01007061,165,10,12,23,53,59,74,5,13,87
S01007062,134,4,10,14,29,47,57,7,1,66
S01007063,69,12,27,9,66,20,22,17,3,54
S01007064,166,8,29,30,108,21,38,27,7,101
S01007065,101,17,3,11,49,15,48,5,2,51
S01007066,145,8,15,41,61,17,69,11,2,84
S01007067,54,9,0,17,45,6,43,6,2,46
S01007068,96,16,0,20,41,12,57,5,2,48
S01007069,105,22,102,26,12,26,14,28,5,64
S01007070,49,18,61,9,6,16,3,17,5,35
S01007071,87,18,5,16,96,30,85,10,4,67
S01007072,73,48,84,15,4,17,5,33,6,73
S01007073,132,81,61,13,10,15,7,32,2,87
S01007074,50,57,46,8,5,12,4,21,1,43
S01007075,78,81,71,10,17,13,3,23,1,44
S01007076,76,78,71,8,13,14,10,22,5,60
S01007077,48,50,92,13,9,12,7,22,4,52
S01007078,85,60,55,7,7,19,8,30,5,53
S01007079,83,88,67,12,7,32,4,42,8,67
S01007080,64,106,54,6,12,22,5,29,5,62
S01007081,81,87,55,16,9,12,0,24,3,65
S01007082,53,60,35,15,4,10,1,23,7,49
S01007083,101,111,80,11,22,16,1,24,7,65
S01007084,55,79,34,3,8,4,0,17,3,49
S01007085,116,107,84,11,19,14,5,29,8,62
S01007086,121,96,140,5,14,17,1,24,7,102
S01007087,95,87,67,15,16,18,2,23,6,70
S01007088,59,68,35,8,4,10,3,12,5,41
S01007089,52,9,76,5,8,11,0,25,4,47
S01007090,53,25,78,7,17,14,1,15,2,38
S01007091,101,55,120,10,13,29,2,21,11,74
S01007092,51,27,64,7,10,4,4,19,2,41
S01007093,101,59,105,12,18,19,8,22,2,65
S01007094,92,59,74,19,7,4,7,31,2,104
S01007095,84,3,12,18,66,1,5,35,6,64
S01007096,140,7,17,76,69,11,27,41,8,84
S01007097,275,59,336,49,32,70,27,113,5,272
S01007098,148,13,172,52,17,29,2,41,2,119
S01007099,110,21,3,149,46,7,0,26,6,89
S01007100,130,7,13,71,66,12,13,23,3,57
S01007101,65,18,7,20,140,7,0,21,3,58
S01007102,102,10,14,43,89,2,3,23,0,72
S01007103,81,13,17,86,9,32,8,20,18,103
S01007104,81,6,22,61,18,15,7,7,5,65
S01007105,61,14,18,49,8,10,4,8,7,54
S01007106,39,7,1,81,36,15,4,17,6,65
S01007107,98,5,25,60,35,28,4,30,2,76
S01007108,200,39,103,53,33,53,8,41,18,183
S01007109,84,8,132,0,9,19,6,10,19,74
S01007110,59,21,5,112,9,23,11,9,27,87
S01007111,55,14,2,68,7,9,8,2,11,35
S01007112,74,69,23,5,4,9,4,6,0,38
S01007113,60,83,3,2,9,15,2,5,13,50
S01007114,75,159,25,6,16,36,7,16,10,75
S01007115,67,52,49,2,9,9,1,9,12,51
S01007116,96,53,109,2,11,20,7,18,22,132
S01007117,39,41,23,0,3,11,1,11,8,48
S01007118,69,97,40,1,9,17,5,8,10,56
S01007119,57,67,64,6,13,7,3,7,7,57
S01007120,104,135,30,6,12,21,7,8,16,89
S01007121,55,89,3,1,10,10,1,6,10,35
S01007122,60,114,2,4,16,6,3,6,11,48
S01007123,63,149,0,1,12,23,4,11,10,47
S01007124,80,158,6,8,14,28,5,10,15,90
S01007125,50,152,26,2,12,15,9,6,12,72
S01007126,96,145,19,6,12,17,5,3,7,63
S01007127,120,146,39,8,16,13,5,4,11,68
S01007128,65,147,4,0,8,16,8,9,10,55
S01007129,137,2,51,136,29,32,7,4,6,44
S01007130,70,5,34,62,16,9,1,1,5,38
S01007131,98,0,52,89,19,17,6,1,7,36
S01007132,82,3,56,77,12,21,0,3,1,29
S01007133,118,3,37,91,16,6,1,4,7,44
S01007134,84,4,18,106,35,8,10,4,12,51
S01007135,90,5,5,54,46,8,5,4,3,34
S01007136,109,6,4,50,65,17,4,3,12,41
S01007137,121,8,45,93,36,20,11,1,11,68
S01007138,105,9,19,77,34,5,7,3,6,44
S01007139,105,2,18,66,75,11,5,3,1,50
S01007140,176,13,6,50,160,15,4,5,11,81
S01007141,184,19,29,102,136,11,10,9,5,95
S01007142,176,26,29,100,142,4,12,1,13,60
S01007143,75,22,4,27,89,31,3,4,7,59
S01007144,101,19,19,37,83,10,4,5,8,53
S01007145,98,26,32,79,58,8,6,5,5,39
S01007146,104,24,25,47,65,3,5,2,9,36
S01007147,75,14,16,57,65,5,2,1,5,47
S01007148,51,7,13,38,54,5,0,1,7,27
S01007149,62,11,15,21,54,3,6,4,3,23
S01007150,76,12,27,35,58,1,3,2,8,32
S01007151,182,31,31,79,159,9,6,7,14,63
S01007152,67,10,6,17,68,0,2,1,2,27
S01007153,81,18,13,32,87,0,0,3,8,39
S01007154,84,16,20,20,87,3,4,2,3,29
S01007155,78,8,10,20,90,2,5,5,4,37
S01007156,72,19,26,29,98,14,1,8,4,58
S01007157,72,18,16,19,116,8,5,7,10,46
S01007158,120,29,15,30,138,15,8,11,17,67
S01007159,149,69,5,34,170,27,4,8,14,104
S01007160,88,48,8,26,107,17,6,6,7,59
S01007161,89,31,4,26,76,11,2,5,6,55
S01007162,55,36,2,11,56,13,4,2,10,38
S01007163,95,42,1,15,128,20,3,3,4,56
S01007164,64,28,2,20,83,18,0,7,7,28
S01007165,89,30,4,23,78,29,2,6,8,43
S01007166,70,21,14,22,66,26,2,2,7,38
S01007167,96,18,9,22,66,22,3,4,7,53
S01007168,110,24,4,35,94,30,3,5,10,62
S01007169,99,25,3,23,64,25,5,6,7,40
S01007170,146,8,9,29,58,41,3,0,11,53
S01007171,190,60,88,26,84,112,3,6,21,99
S01007172,143,12,57,26,45,35,6,1,17,68
S01007173,116,31,105,2,43,53,8,2,5,80
S01007174,138,52,58,3,52,57,13,2,16,85
S01007175,75,44,50,4,21,44,4,6,10,56
S01007176,80,61,41,4,11,37,2,3,8,48
S01007177,48,54,20,5,15,32,1,0,6,50
S01007178,61,56,60,11,27,39,3,3,6,52
S01007179,77,26,67,12,21,44,4,4,15,36
S01007180,77,62,33,8,17,64,1,3,13,57
S01007181,72,59,16,2,18,36,3,1,12,48
S01007182,101,104,29,5,29,76,2,3,9,74
S01007183,111,104,65,4,33,64,14,4,11,72
S01007184,99,109,60,7,33,64,9,4,15,58
S01007185,83,67,43,5,30,50,3,1,7,51
S01007186,40,52,32,5,14,30,5,1,8,35
S01007187,93,79,50,0,24,32,6,3,3,54
S01007188,54,56,46,6,13,37,6,6,12,58
S01007189,76,56,42,2,19,47,6,2,12,62
S01007190,70,49,53,4,21,26,6,2,4,44
S01007191,41,48,28,0,16,20,6,5,6,47
S01007192,146,62,104,2,51,63,24,12,12,89
S01007193,58,59,56,8,22,31,5,0,3,58
S01007194,29,32,45,3,16,23,7,2,3,36
S01007195,40,32,55,1,17,32,6,2,5,42
S01007196,97,57,112,12,40,49,10,5,12,86
S01007197,49,50,44,5,13,32,0,1,6,40
S01007198,48,49,37,2,12,17,6,2,3,29
S01007199,55,56,28,2,19,23,3,4,4,36
S01007200,82,87,46,3,30,48,7,6,9,57
S01007201,56,39,54,4,18,28,5,6,10,40
S01007202,72,40,74,6,20,26,5,2,10,39
S01007203,55,32,39,2,23,25,7,1,6,29
S01007204,138,10,19,77,37,29,26,5,15,65
S01007205,98,12,27,40,20,11,9,20,1,47
S01007206,50,30,14,5,16,13,1,16,1,23
S01007207,68,52,60,5,50,18,8,30,6,50
S01007208,108,121,39,9,46,35,13,33,4,82
S01007209,80,65,21,4,32,9,11,26,2,47
S01007210,63,88,16,8,28,15,7,17,1,50
S01007211,87,103,27,12,36,16,10,28,0,66
S01007212,35,60,10,3,21,4,2,17,0,23
S01007213,89,90,22,6,28,11,7,31,8,62
S01007214,56,76,17,5,25,18,11,11,4,41
S01007215,56,36,9,3,25,12,6,18,6,33
S01007216,84,88,15,2,40,16,8,49,5,64
S01007217,76,79,36,12,43,22,14,40,8,82
S01007218,83,61,40,8,27,24,10,34,2,59
S01007219,73,45,53,6,31,18,3,28,2,57
S01007220,65,46,64,8,30,27,16,32,2,53
S01007221,103,36,67,4,48,25,14,48,6,86
S01007222,57,27,69,4,23,18,6,18,2,36
S01007223,88,16,49,15,18,22,4,37,3,28
S01007224,65,10,57,20,13,25,9,29,3,34
S01007225,133,10,18,76,21,32,12,48,5,67
S01007226,123,15,8,33,55,27,12,3,9,58
S01007227,101,18,4,35,124,43,10,5,20,61
S01007228,103,8,9,23,30,17,18,7,10,50
S01007229,191,34,56,38,67,40,36,35,13,94
S01007230,62,57,8,14,39,11,20,19,6,62
S01007231,58,60,12,20,51,9,22,24,2,58
S01007232,64,58,13,18,54,14,18,17,2,47
S01007233,53,57,12,18,38,13,19,26,3,48
S01007234,53,40,3,15,38,16,11,25,3,48
S01007235,78,58,4,22,53,12,16,24,12,61
S01007236,66,49,8,18,55,12,18,19,4,60
S01007237,55,57,11,14,45,16,16,25,5,43
S01007238,79,66,19,25,50,16,24,34,3,62
S01007239,99,39,4,27,50,14,34,31,6,66
S01007240,102,8,8,59,63,8,5,6,8,45
S01007241,100,8,8,35,65,41,1,1,13,44
S01007242,90,20,1,70,73,60,5,3,16,65
S01007243,91,9,2,35,55,44,2,5,11,51
S01007244,106,13,61,18,55,27,0,1,18,53
S01007245,91,9,50,14,28,52,0,4,11,61
S01007246,152,25,69,22,25,66,2,4,14,50
S01007247,112,11,9,50,67,15,17,4,8,46
S01007248,84,55,15,10,24,51,1,1,10,44
S01007249,55,46,12,11,16,22,2,3,9,30
S01007250,85,84,16,11,25,60,2,10,9,61
S01007251,49,52,26,10,18,31,0,2,6,36
S01007252,72,75,43,20,16,59,1,1,8,52
S01007253,161,84,69,31,48,97,5,6,16,89
S01007254,56,70,24,10,23,33,4,2,3,44
S01007255,60,74,31,10,24,45,6,3,0,49
S01007256,73,82,26,14,32,52,2,7,7,50
S01007257,61,55,16,5,20,29,1,4,7,47
S01007258,74,70,21,7,20,39,3,1,6,55
S01007259,69,91,29,16,41,48,3,6,13,55
S01007260,71,72,40,23,37,42,1,4,1,56
S01007261,117,38,48,19,37,44,4,2,12,54
S01007262,82,85,43,8,30,36,0,5,2,60
S01007263,72,72,25,12,24,33,2,4,4,37
S01007264,68,73,21,10,28,40,1,5,7,48
S01007265,86,98,30,16,28,63,2,3,9,67
S01007266,73,13,4,19,114,17,15,6,5,44
S01007267,82,4,11,21,105,13,7,3,11,36
S01007268,107,7,7,24,57,25,19,2,7,50
S01007269,59,2,21,24,14,17,6,2,1,32
S01007270,101,15,13,32,23,45,4,5,7,50
S01007271,106,40,8,51,14,92,5,6,21,83
S01007272,81,71,6,46,10,67,6,6,11,59
S01007273,65,48,6,29,9,50,7,7,6,45
S01007274,89,60,3,50,17,69,7,5,5,50
S01007275,80,33,2,29,9,44,3,8,8,33
S01007276,107,59,6,73,21,83,7,7,10,60
S01007277,88,40,12,31,17,58,4,5,9,45
S01007278,43,24,9,32,4,47,5,8,13,36
S01007279,129,4,5,10,34,25,19,8,10,54
S01007280,104,5,7,33,31,28,12,2,11,46
S01007281,185,6,7,41,56,39,17,7,18,86
S01007282,118,7,12,20,33,15,8,25,9,41
S01007283,127,15,12,34,26,23,9,45,4,65
S01007284,151,32,55,75,10,5,3,3,28,73
S01007285,193,47,17,40,71,10,12,6,26,82
S01007286,174,176,4,8,24,18,4,4,20,113
S01007287,171,51,14,17,5,0,14,20,10,61
S01007288,125,27,20,9,38,8,2,6,18,51
S01007289,116,156,31,9,13,3,3,4,12,78
S01007290,115,132,83,26,21,5,4,2,20,93
S01007291,88,106,19,8,8,0,1,2,11,57
S01007292,93,119,34,9,13,1,0,4,12,49
S01007293,69,142,24,8,32,3,0,1,10,72
S01007294,127,155,41,15,18,4,0,2,15,71
S01007295,45,96,8,9,14,0,4,0,3,28
S01007296,82,139,11,15,15,1,0,4,8,41
S01007297,115,154,61,9,20,2,0,4,14,87
S01007298,67,74,53,4,6,0,0,3,10,49
S01007299,106,119,57,4,13,1,0,2,9,65
S01007300,68,65,49,4,10,4,0,4,4,30
S01007301,173,26,73,188,24,6,0,10,11,113
S01007302,78,19,66,69,10,8,0,5,8,51
S01007303,170,31,34,47,142,4,6,6,12,89
S01007304,155,22,23,22,58,8,8,3,16,56
S01007305,110,12,21,92,56,3,1,8,18,51
S01007306,121,16,2,13,145,2,2,8,11,69
S01007307,172,7,60,53,55,8,2,6,12,82
S01007308,195,33,7,11,36,40,30,6,28,64
S01007309,153,21,7,14,71,24,5,6,13,51
S01007310,137,25,16,13,69,17,6,4,19,61
S01007311,118,89,16,12,14,12,31,5,14,72
S01007312,121,0,20,21,61,22,10,6,18,73
S01007313,214,34,13,47,73,28,24,6,15,94
S01007314,123,31,31,49,9,13,9,3,6,59
S01007315,126,117,51,3,8,6,6,7,6,60
S01007316,111,133,17,8,6,9,6,6,10,78
S01007317,133,125,41,5,6,13,8,9,7,87
S01007318,75,25,60,6,9,6,0,5,9,48
S01007319,110,18,91,4,16,7,4,9,10,64
S01007320,174,21,11,38,52,11,2,10,9,59
S01007321,126,15,3,8,27,26,9,12,12,71
S01007322,106,85,16,1,36,25,4,5,11,78
S01007323,63,37,9,1,23,21,0,7,8,48
S01007324,86,41,25,16,5,4,1,2,10,24
S01007325,161,31,37,63,48,15,1,0,17,48
S01007326,173,66,43,49,107,19,0,1,9,84
S01007327,104,111,7,40,43,4,0,0,19,40
S01007328,80,58,21,33,61,13,0,0,12,57
S01007329,144,27,15,17,37,33,6,15,13,58
S01007330,115,23,15,28,18,16,4,4,15,49
S01007331,191,26,94,117,4,4,2,2,29,85
S01007332,117,4,6,5,48,0,3,1,9,37
S01007333,90,128,30,8,3,2,0,2,5,59
S01007334,52,93,5,15,0,0,0,0,9,27
S01007335,92,151,20,13,5,1,0,4,10,68
S01007336,60,91,0,7,3,3,1,1,12,41
S01007337,72,120,3,19,1,3,1,0,10,49
S01007338,93,105,24,11,0,4,4,5,16,65
S01007339,66,96,24,12,4,2,0,0,9,38
S01007340,52,7,84,4,2,2,2,5,4,44
S01007341,75,11,116,6,2,1,2,6,16,43
S01007342,94,22,85,7,1,0,0,5,12,34
S01007343,129,17,39,51,13,10,2,12,3,47
S01007344,61,57,18,7,1,0,0,3,4,23
S01007345,51,94,0,3,4,0,1,1,3,32
S01007346,76,68,3,2,1,1,0,2,4,21
S01007347,69,118,6,8,1,5,2,3,3,25
S01007348,56,114,7,8,1,3,0,7,5,34
S01007349,56,68,4,3,3,6,5,4,1,25
S01007350,66,60,7,3,4,4,3,0,6,23
S01007351,110,33,23,23,12,14,4,3,27,79
S01007352,129,14,1,6,18,15,7,12,9,36
S01007353,81,5,11,47,45,3,6,6,11,37
S01007354,117,10,2,84,18,5,8,17,9,35
S01007355,195,32,20,31,42,8,0,19,18,74
S01007356,89,6,47,23,4,5,8,4,16,42
S01007357,113,23,18,16,32,34,16,5,21,57
S01007358,153,42,40,6,38,32,22,44,8,52
S01007359,106,19,67,35,18,6,13,10,10,56
S01007360,61,20,62,4,4,6,1,2,8,32
S01007361,118,39,95,18,10,10,12,9,13,61
S01007362,84,82,57,4,5,2,13,3,6,47
S01007363,68,87,19,4,5,1,9,7,5,33
S01007364,85,115,31,3,5,0,9,1,5,50
S01007365,58,62,22,5,4,1,3,3,5,25
S01007366,48,55,7,4,9,0,7,1,3,55
S01007367,54,89,10,2,6,4,10,7,6,37
S01007368,53,96,13,6,9,5,2,4,3,27
S01007369,90,109,28,8,7,7,8,2,4,53
S01007370,84,110,29,4,9,2,10,6,6,50
S01007371,95,98,40,8,0,2,5,7,4,46
S01007372,110,76,51,7,10,4,8,4,13,55
S01007373,93,14,7,52,12,6,8,7,8,50
S01007374,61,7,12,47,16,3,10,4,15,35
S01007375,63,4,8,29,11,2,7,5,8,26
S01007376,79,13,45,74,16,9,10,0,14,43
S01007377,107,5,20,56,28,10,10,11,8,41
S01007378,371,7,24,12,20,3,11,6,9,31
S01007379,96,17,53,8,49,4,7,10,2,33
S01007380,72,23,53,11,41,6,7,9,4,36
S01007381,95,0,13,48,14,7,10,9,9,31
S01007382,81,9,40,52,16,11,18,5,6,35
S01007383,119,16,46,39,25,10,19,4,8,31
S01007384,123,39,51,72,25,12,19,0,11,42
S01007385,103,34,28,61,21,16,21,6,7,37
S01007386,119,37,25,31,15,14,37,4,10,33
S01007387,118,18,36,35,19,14,19,3,11,39
