Intermediate Zone - Data Zone 2011,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Owned: Shared Equity (e.g. LIFT or Help-to-Buy),Social Rented: Council (LA) or Housing Association/ Registered Social Landlord,Private rented,Lives Rent Free
S01010592,98,60,4,2,11,89,2
S01010593,214,340,3,43,119,87,12
S01010594,73,101,0,7,29,71,0
S01010595,67,132,2,8,32,59,1
S01010596,176,396,0,26,47,106,6
S01010597,60,153,0,12,70,65,1
S01010598,91,192,1,2,29,73,4
S01010599,173,397,0,27,107,74,6
S01010600,245,153,0,10,60,50,9
S01010601,169,89,4,5,11,17,6
S01010602,97,94,0,7,5,43,2
S01010603,195,112,2,5,6,47,1
S01010604,102,72,1,0,3,10,3
S01010605,245,143,0,16,47,19,6
S01010606,137,117,0,4,86,32,5
S01010607,163,112,2,3,19,21,2
S01010608,65,53,0,1,162,36,3
S01010609,78,68,2,6,84,20,0
S01010610,191,78,2,1,22,39,8
S01010611,138,120,1,21,113,89,4
S01010612,137,91,0,7,41,25,1
S01010613,112,52,1,2,123,35,3
S01010614,48,65,1,8,156,28,5
S01010615,104,127,0,5,41,96,7
S01010616,174,128,0,4,1,34,6
S01010617,192,125,1,3,6,30,4
S01010618,164,114,0,5,1,24,2
S01010619,72,53,3,11,127,88,3
S01010620,62,61,6,9,131,173,11
S01010621,151,114,5,0,42,107,7
S01010622,96,48,0,6,130,52,4
S01010623,48,36,1,2,70,125,2
S01010624,105,69,1,1,108,76,2
S01010625,193,86,0,3,3,27,4
S01010626,253,96,1,0,24,42,3
S01010627,141,77,0,6,45,115,5
S01010628,171,134,4,8,21,113,10
S01010629,228,105,0,2,82,57,7
S01010630,80,57,0,2,83,28,3
S01010631,120,47,0,3,57,88,8
S01010632,144,119,0,15,138,53,5
S01010633,125,92,3,18,252,29,9
S01010634,83,58,0,6,57,22,6
S01010635,86,75,0,8,136,26,6
S01010636,139,131,0,2,45,51,3
S01010637,56,52,1,4,147,92,7
S01010638,135,97,1,8,129,59,12
S01010639,134,87,4,14,308,123,6
S01010640,103,77,1,4,39,140,4
S01010641,38,42,1,15,361,50,8
S01010642,91,72,4,8,401,44,12
S01010643,28,33,0,1,228,10,4
S01010644,33,22,0,1,320,16,4
S01010645,102,71,3,3,5,55,3
S01010646,193,89,0,3,2,29,3
S01010647,149,92,1,8,1,47,2
S01010648,114,103,0,6,44,36,1
S01010649,162,68,0,2,9,34,4
S01010650,145,215,11,21,224,74,8
S01010651,82,76,4,8,76,16,2
S01010652,132,136,2,21,40,40,1
S01010653,151,69,0,5,10,36,4
S01010654,100,116,0,11,75,33,4
S01010655,219,111,2,5,16,67,10
S01010656,88,73,0,15,91,28,4
S01010657,171,75,0,3,6,14,5
S01010658,182,106,1,2,6,25,8
S01010659,161,79,0,0,1,60,8
S01010660,136,64,0,4,65,29,5
S01010661,134,86,0,4,77,54,12
S01010662,161,148,0,10,33,18,3
S01010663,216,116,0,7,12,33,7
S01010664,187,106,0,0,4,20,9
S01010665,259,122,0,1,26,61,23
S01010666,191,136,2,6,101,70,8
S01010667,153,79,2,1,12,37,9
S01010668,260,123,0,5,83,60,29
S01010669,153,57,1,0,24,31,13
S01010670,162,90,2,2,91,32,16
S01010671,185,68,4,4,49,31,7
S01010672,121,61,0,3,140,18,6
S01010673,224,108,0,2,98,29,16
S01010674,241,90,0,9,134,34,9
S01010675,232,66,1,1,28,30,3
S01010676,281,83,0,5,47,41,11
S01010677,173,64,0,0,16,15,5
S01010678,187,69,0,3,59,19,6
S01010679,124,47,4,1,82,39,1
S01010680,95,62,0,2,170,44,10
S01010681,103,85,9,44,188,25,10
S01010682,250,127,0,1,25,45,8
S01010683,258,111,2,1,46,30,18
S01010684,252,92,0,0,25,21,18
S01010685,207,64,0,0,35,13,10
S01010686,180,55,1,1,48,26,17
S01010687,238,79,1,4,72,27,17
S01010688,212,63,0,0,51,45,18
S01010689,228,70,2,2,45,40,13
S01010690,134,60,2,0,61,30,10
S01010691,230,70,2,0,11,44,17
S01010692,126,75,2,2,118,31,8
S01010693,152,40,0,0,18,18,13
S01010694,188,49,1,1,38,15,6
S01010695,169,75,0,0,5,42,10
S01010696,182,105,1,3,82,39,11
S01010697,246,118,0,1,29,62,11
S01010698,164,63,1,3,42,48,27
S01010699,110,77,0,2,11,43,8
S01010700,120,77,1,1,13,24,7
S01010701,190,114,0,8,85,42,7
S01010702,254,109,2,6,5,26,12
S01010703,198,91,2,6,6,55,3
S01010704,94,77,0,3,95,20,2
S01010705,223,220,0,22,107,44,12
S01010706,98,98,0,17,98,26,8
S01010707,212,151,4,25,74,53,11
S01010708,113,79,2,1,43,16,7
S01010709,155,94,1,2,37,18,3
S01010710,93,58,0,6,139,13,6
S01010711,199,99,0,0,37,11,4
S01010712,91,65,2,4,100,23,6
S01010713,100,87,0,2,67,27,3
S01010714,86,35,1,1,150,47,10
S01010715,118,110,0,12,94,31,8
S01010716,141,89,3,6,126,118,4
S01010717,166,83,0,4,25,16,5
S01010718,189,111,3,7,112,44,13
S01010719,139,75,2,0,37,29,9
S01010720,244,122,0,10,69,23,9
S01010721,168,74,2,3,18,33,8
S01010722,165,101,0,2,81,32,8
S01010723,192,94,2,3,42,50,3
S01010724,191,105,1,6,57,44,5
S01010725,203,173,0,10,36,52,15
S01010726,245,100,1,4,52,20,4
S01010727,156,85,0,5,10,21,8
S01010728,113,78,0,6,15,18,1
S01010729,189,61,0,1,8,21,3
S01010730,265,100,0,1,17,32,10
S01010731,171,100,0,0,86,52,9
S01010732,96,56,0,4,156,12,11
S01010733,54,44,0,3,130,11,3
S01010734,80,78,0,3,184,18,5
S01010735,29,33,0,2,218,7,2
S01010736,113,85,0,9,13,17,0
S01010737,181,131,0,19,249,67,17
S01010738,93,52,0,4,75,19,5
S01010739,119,105,3,14,125,35,8
S01010740,33,21,0,0,188,12,3
S01010741,147,140,0,15,58,28,5
S01010742,102,76,0,6,126,34,8
S01010743,64,50,2,0,142,11,2
S01010744,230,103,0,3,72,41,5
S01010745,121,49,0,0,109,46,13
S01010746,202,131,0,2,48,70,9
S01010747,125,77,0,3,139,23,5
S01010748,172,68,0,0,22,33,7
S01010749,157,63,1,0,9,42,5
S01010750,143,64,0,2,14,48,11
S01010751,121,44,0,4,163,29,6
S01010752,96,94,2,4,107,50,5
S01010753,155,107,1,5,205,25,6
S01010754,105,57,2,1,98,41,7
S01010755,85,64,1,2,65,34,5
S01010756,162,83,0,5,24,25,9
S01010757,213,58,1,2,36,31,23
S01010758,203,71,2,2,34,33,9
S01010759,106,56,2,1,90,36,11
S01010760,185,68,1,5,60,26,9
S01010761,124,47,1,2,4,35,10
S01010762,141,63,0,0,31,27,10
S01010763,159,59,2,1,80,24,5
S01010764,181,59,2,0,25,26,9
S01010765,267,83,1,4,87,42,21
S01010766,191,87,1,2,71,25,9
S01010767,169,59,0,0,104,13,10
S01010768,126,48,0,0,72,22,7
S01010769,166,44,0,0,7,27,9
S01010770,168,70,2,0,81,39,13
S01010771,212,71,1,0,90,42,21
S01010772,232,63,0,0,43,48,20
S01010773,220,83,1,1,31,17,7
S01010774,182,55,0,1,70,22,7
S01010775,174,134,2,1,15,17,13
S01010776,87,74,0,0,67,26,7
S01010777,75,37,0,0,102,31,6
S01010778,49,40,0,0,154,18,1
S01010779,107,61,1,0,152,22,5
S01010780,105,68,0,0,60,19,6
S01010781,154,95,1,0,50,40,6
S01010782,122,58,0,0,89,27,3
S01010783,91,52,1,0,98,22,7
S01010784,88,77,1,0,137,16,4
S01010785,160,79,0,2,42,7,9
S01010786,150,104,1,1,23,12,5
S01010787,213,92,0,0,59,24,8
S01010788,146,65,0,0,39,37,3
S01010789,139,87,0,0,56,14,5
S01010790,193,72,1,0,21,22,11
S01010791,266,101,0,2,18,25,10
S01010792,99,56,0,1,113,16,7
S01010793,159,77,0,0,17,17,7
S01010794,119,96,1,0,29,28,5
S01010795,215,133,0,0,66,46,20
S01010796,196,92,0,1,14,53,7
S01010797,185,100,1,0,17,23,8
S01010798,163,66,1,0,25,34,8
S01010799,157,62,0,2,126,60,13
S01010800,117,87,1,4,130,36,8
S01010801,125,78,1,3,106,17,8
S01010802,108,70,0,0,48,6,3
S01010803,84,53,0,0,105,32,3
S01010804,154,69,0,1,58,23,6
S01010805,180,109,1,0,70,53,1
S01010806,140,66,1,0,211,30,3
S01010807,82,55,1,2,72,21,2
S01010808,82,70,0,0,49,11,2
S01010809,171,86,0,0,25,17,3
S01010810,145,48,0,0,46,18,6
S01010811,260,58,0,0,51,31,25
S01010812,141,32,0,0,36,19,10
S01010813,105,43,1,0,63,17,11
S01010814,180,51,2,1,32,32,13
S01010815,90,31,1,0,38,19,16
S01010816,157,96,0,0,24,33,4
S01010817,212,132,1,1,5,23,3
S01010818,258,151,0,0,11,66,2
S01010819,171,117,2,0,30,53,10
S01010820,146,87,0,1,5,30,5
S01010821,151,68,0,0,3,15,4
S01010822,115,101,1,0,19,44,1
S01010823,28,56,17,0,22,3,0
S01010824,81,154,0,0,0,6,0
S01010825,78,225,0,2,2,15,2
S01010826,187,86,0,2,3,33,2
S01010827,127,80,0,0,0,10,0
S01010828,214,185,0,0,9,18,3
S01010829,266,135,1,1,14,47,6
S01010830,140,108,0,2,12,35,0
S01010831,63,130,0,0,4,4,1
S01010832,121,102,0,1,9,14,1
S01010833,207,124,0,0,4,13,2
S01010834,340,131,0,0,4,20,2
S01010835,142,75,0,1,5,6,2
S01010836,206,125,0,0,5,47,8
S01010837,137,141,1,2,25,14,2
S01010838,135,118,0,0,33,22,5
S01010839,152,120,0,0,35,27,2
S01010840,139,67,0,0,8,66,6
S01010841,182,118,0,2,13,82,2
S01010842,149,80,0,0,161,141,4
S01010843,130,92,6,0,94,118,1
S01010844,155,103,0,2,2,16,3
S01010845,117,79,0,0,18,12,2
S01010846,100,94,1,0,56,28,3
S01010847,119,116,0,0,3,13,0
S01010848,71,54,1,0,156,22,0
S01010849,105,91,0,0,148,21,4
S01010850,81,54,0,0,151,27,2
S01010851,109,84,0,0,177,35,1
S01010852,123,99,0,0,82,13,2
S01010853,152,126,0,4,84,28,4
S01010854,101,74,4,0,175,22,2
S01010855,66,51,0,2,66,27,1
S01010856,123,112,0,0,123,41,5
S01010857,105,112,10,1,82,18,4
S01010858,88,54,2,0,104,24,3
S01010859,106,76,14,0,145,17,2
S01010860,116,60,0,0,58,18,1
S01010861,79,64,2,2,122,50,2
S01010862,23,26,2,0,228,20,0
S01010863,139,121,1,1,20,14,4
S01010864,178,75,0,0,4,9,2
S01010865,285,101,2,1,2,28,4
S01010866,168,79,2,0,14,34,0
S01010867,158,81,0,0,26,24,5
S01010868,159,84,0,1,18,16,13
S01010869,155,113,0,1,2,6,2
S01010870,190,72,1,0,33,67,9
S01010871,165,142,1,0,8,64,6
S01010872,139,106,10,4,60,104,3
S01010873,50,37,0,1,178,72,1
S01010874,127,115,3,2,22,32,5
S01010875,84,82,0,0,45,64,2
S01010876,97,71,0,0,185,94,7
S01010877,135,88,0,0,124,72,2
S01010878,189,128,0,2,107,77,8
S01010879,180,126,6,3,51,25,2
S01010880,61,75,2,0,55,11,0
S01010881,134,91,1,0,26,12,4
S01010882,100,56,0,0,7,0,0
S01010883,140,92,0,0,35,10,4
S01010884,111,61,0,1,192,31,9
S01010885,122,83,1,1,234,107,7
S01010886,49,29,0,0,53,35,1
S01010887,96,68,1,0,243,39,0
S01010888,111,69,5,0,193,99,3
S01010889,46,28,1,0,139,40,4
S01010890,92,62,0,1,227,106,11
S01010891,42,18,0,0,149,101,2
S01010892,144,83,0,1,215,67,7
S01010893,51,41,0,0,167,42,2
S01010894,81,84,0,3,60,73,0
S01010895,54,34,0,0,71,18,2
S01010896,132,66,1,0,163,32,0
S01010897,62,47,0,0,237,17,4
S01010898,51,54,0,0,117,11,0
S01010899,87,81,0,0,22,14,3
S01010900,84,64,0,1,136,56,1
S01010901,38,27,0,2,175,6,3
S01010902,143,95,2,0,138,26,5
S01010903,74,57,6,1,277,34,6
S01010904,43,51,0,6,191,16,2
S01010905,95,154,8,7,236,46,5
S01010906,89,136,0,4,148,33,0
S01010907,69,179,0,2,7,8,1
S01010908,87,78,0,1,93,48,0
S01010909,144,103,0,0,4,22,3
S01010910,47,27,0,8,110,53,5
S01010911,89,51,0,0,159,67,6
S01010912,70,45,0,0,199,39,8
S01010913,127,112,0,0,34,51,5
S01010914,113,85,0,1,12,14,0
S01010915,122,95,0,1,18,20,3
S01010916,49,37,0,0,65,28,1
S01010917,120,86,0,1,37,17,1
S01010918,107,89,0,0,85,30,2
S01010919,119,81,0,4,93,15,2
S01010920,51,81,1,8,168,18,1
S01010921,81,71,0,0,91,10,3
S01010922,104,46,0,1,210,24,5
S01010923,126,105,0,4,118,33,1
S01010924,95,69,0,0,66,6,3
S01010925,106,79,0,0,107,20,2
S01010926,126,73,0,1,146,25,0
S01010927,89,69,0,0,73,19,3
S01010928,80,87,0,0,81,35,4
S01010929,62,74,0,0,90,23,1
S01010930,150,139,0,3,10,55,9
S01010931,96,207,0,12,25,87,8
S01010932,87,99,0,4,131,14,3
S01010933,134,272,3,1,49,31,2
S01010934,197,151,0,2,11,60,2
S01010935,153,83,0,4,54,24,4
S01010936,110,93,11,4,115,53,6
S01010937,147,103,0,4,60,16,3
S01010938,80,67,1,4,191,35,2
S01010939,95,62,0,2,27,14,2
S01010940,165,85,0,1,4,7,1
S01010941,187,113,0,3,10,7,1
S01010942,164,88,1,0,0,5,0
S01010943,63,78,4,1,81,28,1
S01010944,66,70,1,4,113,28,6
S01010945,67,58,0,8,88,18,1
S01010946,89,96,0,2,162,27,7
S01010947,73,66,0,1,72,20,0
S01010948,96,73,0,2,95,13,6
S01010949,196,128,1,5,4,7,2
S01010950,144,114,0,4,76,14,3
S01010951,94,124,0,6,43,15,1
S01010952,83,75,0,3,25,8,1
S01010953,86,75,0,4,41,14,1
S01010954,124,79,0,0,4,21,0
S01010955,166,381,1,12,43,138,2
S01010956,199,407,0,19,97,75,13
S01010957,132,80,0,1,10,7,0
S01010958,119,58,0,0,39,8,2
S01010959,92,102,0,5,54,49,6
S01010960,142,185,0,1,127,26,14
S01010961,77,83,1,3,88,11,4
S01010962,267,20,9,0,16,17,0
S01010963,150,139,2,0,54,28,4
S01010964,131,103,0,4,47,6,4
S01010965,52,43,0,6,94,20,1
S01010966,119,102,0,0,61,34,0
S01010967,70,98,0,8,103,24,2
S01010968,154,89,1,2,28,24,3
S01010969,152,88,0,3,79,16,7
S01010970,163,131,1,1,130,37,0
S01010971,162,161,0,6,43,30,1
S01010972,78,76,0,0,154,17,2
S01010973,93,63,0,4,29,9,3
S01010974,92,81,1,3,132,11,3
S01010975,40,44,0,1,93,10,2
S01010976,62,58,3,4,70,8,2
S01010977,99,104,2,0,64,24,5
S01010978,75,79,0,1,138,47,6
S01010979,87,103,0,4,111,35,5
S01010980,97,94,1,6,116,27,4
S01010981,125,81,0,3,93,41,3
S01010982,231,165,0,0,27,22,6
S01010983,156,105,0,3,66,34,10
S01010984,167,98,0,0,27,7,2
S01010985,75,86,0,2,51,30,1
S01010986,69,105,0,0,3,3,0
S01010987,112,97,2,0,2,5,1
S01010988,83,115,0,0,2,4,0
S01010989,79,266,2,10,4,41,1
S01010990,107,125,0,0,53,22,6
S01010991,252,884,0,37,105,43,11
S01010992,56,123,0,0,6,3,3
S01010993,115,88,0,2,27,16,2
S01010994,216,298,0,10,25,41,3
S01010995,191,81,0,0,4,9,1
S01010996,129,81,0,2,8,11,1
S01010997,184,88,1,0,1,9,0
S01010998,153,142,0,4,2,12,1
S01010999,204,140,2,2,50,62,9
S01011000,239,638,2,14,134,91,8
S01011001,91,80,0,0,86,14,3
S01011002,95,86,0,5,101,13,5
S01011003,84,92,0,1,77,18,2
S01011004,119,108,0,2,29,13,2
S01011005,92,90,1,4,113,49,4
S01011006,160,380,0,11,220,64,5
S01011007,59,82,0,3,118,10,4
S01011008,123,86,0,3,128,17,3
S01011009,51,48,0,2,93,4,4
S01011010,77,65,3,4,112,75,7
S01011011,57,70,0,3,234,60,7
S01011012,53,32,0,6,191,30,7
S01011013,119,94,1,5,126,28,3
S01011014,161,99,0,3,68,27,2
S01011015,66,47,0,1,65,11,1
S01011016,106,408,2,17,70,53,8
S01011017,193,190,1,6,138,62,12
S01011018,115,104,0,1,114,24,3
S01011019,137,240,1,9,65,70,15
S01011020,131,300,0,15,38,30,4
S01011021,105,113,0,2,108,22,4
S01011022,61,62,0,6,101,12,3
S01011023,122,100,1,1,106,25,8
S01011024,52,76,0,8,145,19,1
S01011025,50,64,0,6,141,12,2
S01011026,33,58,0,3,124,10,2
S01011027,62,68,1,6,254,34,6
S01011028,89,81,2,4,220,15,5
S01011029,85,74,0,4,84,14,5
S01011030,150,135,1,6,47,22,0
S01011031,89,117,0,11,167,29,2
S01011032,118,83,0,2,97,41,0
S01011033,105,89,0,2,59,19,3
S01011034,84,85,0,1,129,27,2
S01011035,65,55,1,2,107,21,1
S01011036,115,83,1,0,61,28,2
S01011037,94,194,0,21,209,44,6
S01011038,57,58,0,6,223,27,6
S01011039,108,243,0,11,162,69,6
S01011040,76,73,0,7,114,19,1
S01011041,45,62,1,1,108,10,2
S01011042,107,146,1,2,38,29,5
S01011043,88,98,1,8,124,13,0
S01011044,76,79,0,6,119,32,1
S01011045,124,60,0,3,42,46,30
S01011046,158,86,0,0,22,70,32
S01011047,220,99,0,0,33,42,18
S01011048,191,91,0,3,111,39,5
S01011049,160,67,0,0,70,16,6
S01011050,122,71,2,0,14,33,11
S01011051,229,100,0,1,84,51,16
S01011052,178,79,0,0,55,40,13
S01011053,109,63,0,1,87,21,6
S01011054,111,66,0,0,41,18,8
S01011055,93,58,0,1,17,49,10
S01011056,173,85,1,0,18,20,11
S01011057,126,79,0,2,19,12,7
S01011058,148,87,0,3,7,21,7
S01011059,141,67,0,0,16,32,11
S01011060,178,81,1,0,79,41,1
S01011061,145,84,0,2,157,40,7
S01011062,207,103,0,1,61,65,7
S01011063,164,95,0,2,190,35,13
S01011064,209,123,0,0,78,49,14
S01011065,176,57,0,0,40,31,8
S01011066,104,38,0,0,45,11,1
S01011067,111,51,0,0,61,9,4
S01011068,113,47,0,2,50,11,4
S01011069,110,50,0,1,47,9,8
S01011070,119,57,0,0,38,9,7
S01011071,184,81,0,2,33,14,15
S01011072,238,133,2,0,163,26,10
S01011073,139,98,0,1,25,24,6
S01011074,127,82,0,2,46,22,5
S01011075,93,59,0,1,122,11,8
S01011076,124,81,0,1,134,25,3
S01011077,83,41,0,0,225,13,3
S01011078,287,308,0,7,74,42,9
S01011079,206,164,2,3,32,78,11
S01011080,213,125,2,0,94,28,11
S01011081,129,109,0,2,82,22,3
S01011082,74,50,1,1,120,14,8
S01011083,172,91,0,1,71,16,8
S01011084,182,103,1,0,8,31,4
S01011085,227,96,0,1,31,25,11
S01011086,149,85,0,1,88,30,3
S01011087,104,81,0,1,55,16,2
S01011088,208,122,2,0,71,56,11
S01011089,113,43,0,1,133,18,8
S01011090,193,119,2,0,44,40,6
S01011091,138,82,2,0,5,47,8
S01011092,29,31,0,8,198,12,3
S01011093,277,659,4,27,148,128,9
S01011094,181,196,0,6,10,44,5
S01011095,176,125,0,0,6,37,10
S01011096,104,191,0,3,68,77,6
S01011097,156,95,0,3,17,35,5
S01011098,127,126,0,0,54,40,1
S01011099,106,50,0,4,197,9,3
S01011100,89,58,0,2,43,10,4
S01011101,56,52,0,0,99,25,2
S01011102,49,47,0,0,135,36,2
S01011103,59,42,0,1,90,38,8
S01011104,114,69,1,1,63,33,5
S01011105,165,79,0,5,112,104,8
S01011106,36,54,0,3,150,118,6
S01011107,39,146,0,0,173,72,1
S01011108,82,64,0,3,67,16,4
S01011109,168,76,0,0,41,51,0
S01011110,92,70,0,1,124,25,2
S01011111,108,87,0,2,158,29,1
S01011112,98,130,0,4,11,22,2
S01011113,177,109,1,0,89,39,8
S01011114,164,91,0,2,22,14,1
S01011115,102,110,0,2,118,33,4
S01011116,138,74,0,1,38,39,4
S01011117,167,91,2,0,12,87,7
S01011118,199,120,1,0,39,74,9
S01011119,221,105,1,0,36,48,11
S01011120,195,77,2,1,7,9,2
S01011121,67,52,0,1,112,125,7
S01011122,117,75,0,1,57,43,3
S01011123,197,154,0,2,103,68,4
S01011124,93,104,2,1,50,27,2
S01011125,39,31,4,0,116,23,0
S01011126,46,32,0,0,53,45,4
S01011127,4,5,0,0,5,119,5
S01011128,119,71,2,2,104,67,9
S01011129,161,74,1,0,13,84,4
S01011130,96,66,1,0,87,40,2
S01011131,123,109,1,0,16,53,6
S01011132,173,131,0,2,15,31,3
S01011133,86,46,0,0,36,15,4
S01011134,141,93,0,0,73,84,9
S01011135,140,66,0,0,89,37,8
S01011136,123,75,1,0,42,30,3
S01011137,74,39,2,0,47,19,0
S01011138,38,60,0,0,110,39,3
S01011139,78,103,0,0,7,132,5
S01011140,50,70,0,2,88,18,2
S01011141,60,50,1,3,100,15,2
S01011142,175,108,2,2,4,33,14
S01011143,286,107,0,0,27,29,10
S01011144,101,89,0,0,31,27,5
S01011145,185,84,0,0,4,27,6
S01011146,151,87,0,4,85,15,6
S01011147,199,136,2,0,48,53,4
S01011148,159,68,1,1,25,65,12
S01011149,155,43,1,2,16,92,4
S01011150,54,192,0,6,28,73,4
S01011151,52,39,0,0,26,89,5
S01011152,172,51,2,1,27,36,4
S01011153,204,87,3,2,82,74,6
S01011154,105,47,0,0,85,68,6
S01011155,137,59,1,0,95,53,3
S01011156,136,71,0,1,4,22,3
S01011157,203,57,0,2,1,14,3
S01011158,185,76,0,0,1,8,2
S01011159,120,47,0,0,154,27,14
S01011160,133,107,0,0,82,50,3
S01011161,92,64,0,1,67,38,5
S01011162,66,50,0,0,59,21,0
S01011163,104,65,0,3,131,23,10
S01011164,132,64,0,2,110,25,5
S01011165,96,62,0,0,167,37,4
S01011166,119,50,0,0,17,13,0
S01011167,191,72,2,2,8,19,6
S01011168,175,192,0,6,17,145,29
S01011169,145,236,1,5,86,69,6
S01011170,268,115,1,0,29,57,10
S01011171,276,71,0,0,37,48,18
S01011172,205,75,0,0,31,50,14
S01011173,162,53,0,0,19,16,8
S01011174,118,32,2,0,41,13,4
S01011175,106,57,1,1,112,23,3
S01011176,178,49,1,1,18,31,5
S01011177,183,79,2,5,66,30,13
S01011178,83,64,0,1,10,46,6
S01011179,88,56,1,1,98,20,2
S01011180,59,62,0,5,151,20,7
S01011181,167,167,0,6,7,24,5
S01011182,131,117,0,5,39,5,7
S01011183,114,77,0,0,20,10,2
S01011184,162,192,1,6,81,4,4
S01011185,178,86,0,3,8,17,0
S01011186,175,122,0,1,120,36,9
S01011187,181,74,2,0,19,14,4
S01011188,135,138,0,1,116,41,7
S01011189,121,129,0,1,51,47,3
S01011190,77,64,0,0,109,27,1
S01011191,80,57,0,1,76,10,3
S01011192,97,76,0,0,70,34,5
S01011193,60,74,0,2,116,36,10
S01011194,68,58,0,0,107,44,4
S01011195,96,81,4,2,88,41,3
S01011196,80,67,0,0,183,57,6
S01011197,75,81,0,0,149,42,5
S01011198,67,62,0,0,114,27,4
S01011199,84,195,0,17,144,43,4
S01011200,136,99,0,1,64,59,0
S01011201,109,102,0,0,51,23,3
S01011202,106,119,0,0,119,40,7
S01011203,120,121,0,0,85,31,3
S01011204,147,64,2,0,11,11,2
S01011205,40,140,0,1,49,5,0
S01011206,113,105,0,0,25,15,4
S01011207,84,98,0,1,126,18,1
S01011208,126,169,0,2,24,22,4
S01011209,53,73,0,2,117,17,2
S01011210,104,70,2,0,63,9,1
S01011211,100,102,8,1,34,5,0
S01011212,72,44,1,0,66,27,0
S01011213,182,104,1,0,116,74,5
S01011214,90,67,0,0,94,58,3
S01011215,28,20,0,0,132,37,0
S01011216,49,48,0,0,110,42,5
S01011217,101,68,0,1,144,64,7
S01011218,43,62,2,6,278,43,8
S01011219,80,67,1,1,124,44,0
S01011220,103,90,0,2,142,73,2
S01011221,128,108,1,2,108,78,11
S01011222,96,73,0,2,160,25,7
S01011223,126,100,0,2,88,33,8
S01011224,102,70,0,0,132,33,6
S01011225,73,58,0,1,153,49,7
S01011226,245,112,0,2,90,30,4
S01011227,126,80,0,2,94,87,4
S01011228,134,86,0,0,151,94,12
S01011229,71,43,0,0,144,47,9
S01011230,52,40,1,0,170,30,2
S01011231,56,48,1,0,152,31,2
S01011232,123,65,0,1,211,59,7
S01011233,112,235,0,16,72,37,4
S01011234,118,110,0,1,216,32,0
S01011235,31,20,0,2,79,6,1
S01011236,98,58,0,1,67,33,4
S01011237,67,76,1,0,156,30,4
S01011238,52,37,0,0,150,49,3
S01011239,83,44,0,0,169,61,3
S01011240,112,67,0,0,129,128,5
S01011241,177,114,0,0,84,98,13
S01011242,161,95,0,0,106,35,5
S01011243,88,56,0,1,306,95,7
S01011244,68,42,0,0,193,67,7
S01011245,106,71,0,0,200,28,8
S01011246,193,109,2,1,140,73,9
S01011247,228,100,0,0,11,17,7
S01011248,151,112,0,1,36,23,4
S01011249,184,97,0,0,7,18,1
S01011250,88,95,0,7,199,39,11
S01011251,100,97,1,0,184,32,4
S01011252,72,75,0,0,157,27,0
S01011253,81,59,0,0,222,30,9
S01011254,207,135,0,1,4,8,1
S01011255,113,141,0,1,4,8,3
S01011256,57,99,0,0,4,8,1
S01011257,132,36,0,1,0,1,0
S01011258,111,56,0,0,20,5,1
S01011259,142,76,2,0,77,51,5
S01011260,201,78,0,0,22,27,4
S01011261,117,84,0,1,136,25,4
S01011262,69,41,0,1,52,14,2
S01011263,87,237,1,3,108,55,2
S01011264,52,71,0,0,110,28,1
S01011265,83,82,2,0,248,49,4
S01011266,132,118,0,2,86,29,5
S01011267,120,66,2,0,38,21,1
S01011268,91,27,0,0,12,14,3
S01011269,79,58,0,2,134,42,4
S01011270,84,47,0,1,146,45,5
S01011271,128,77,0,2,91,28,3
S01011272,108,66,0,0,157,49,5
S01011273,95,72,0,2,134,26,1
S01011274,84,109,0,0,137,59,5
S01011275,50,42,0,1,153,20,5
S01011276,145,92,0,1,132,29,1
S01011277,146,99,0,2,5,27,1
S01011278,91,88,1,0,0,28,2
S01011279,149,104,0,4,21,37,4
S01011280,155,71,0,0,0,4,3
S01011281,116,95,0,0,3,23,2
S01011282,107,180,0,0,45,18,1
S01011283,84,166,0,1,2,4,3
S01011284,60,124,0,0,3,8,0
S01011285,73,57,0,0,139,33,4
S01011286,68,53,0,2,119,21,2
S01011287,93,69,0,0,190,38,3
S01011288,97,91,0,0,114,41,4
S01011289,133,91,0,0,154,40,4
S01011290,152,110,0,0,253,40,1
S01011291,106,81,0,0,142,42,10
S01011292,54,46,0,0,203,15,3
S01011293,72,61,1,0,150,20,7
S01011294,110,72,0,0,220,84,18
S01011295,211,172,0,1,75,57,3
S01011296,100,73,0,1,85,9,4
S01011297,82,72,0,0,142,19,6
S01011298,52,57,0,0,109,15,3
S01011299,115,63,1,0,4,17,5
S01011300,115,83,0,0,187,22,2
S01011301,180,108,0,0,25,24,8
S01011302,114,72,1,1,216,62,8
S01011303,207,160,0,0,22,51,12
S01011304,74,53,0,0,121,22,3
S01011305,76,112,0,0,107,31,0
S01011306,110,46,0,1,88,27,4
S01011307,270,273,7,10,94,36,11
S01011308,109,71,2,1,2,26,9
S01011309,227,95,1,0,1,9,4
S01011310,152,108,0,0,63,35,6
S01011311,176,104,0,0,1,17,4
S01011312,313,130,0,0,4,28,5
S01011313,180,96,0,1,42,49,7
S01011314,230,157,1,0,56,40,7
S01011315,52,58,0,1,48,10,3
S01011316,96,87,0,0,127,24,3
S01011317,269,101,0,0,0,23,7
S01011318,325,87,1,0,14,76,14
S01011319,271,85,0,3,5,21,3
S01011320,147,66,1,1,65,61,12
